term,stem,count,sample_size,ratio
"agreement","agreement",12,2000,0.006
"shadow","shadow",12,2000,0.006
"welfare","welfar",12,2000,0.006
"commitment","commit",12,2000,0.006
"netherlands","netherland",11,2000,0.0055
"rely","reli",11,2000,0.0055
"withdrawal","withdraw",11,2000,0.0055
"insistence","insist",11,2000,0.0055
"macron","macron",11,2000,0.0055
"100,000","100,000",11,2000,0.0055
"rutte","rutt",11,2000,0.0055
"country's","countri",11,2000,0.0055
"deportation","deport",11,2000,0.0055
"spokesman","spokesman",11,2000,0.0055
"afd","afd",11,2000,0.0055
"non-eu","non-eu",11,2000,0.0055
"citizenship","citizenship",11,2000,0.0055
"irish","irish",11,2000,0.0055
"centre","centr",11,2000,0.0055
"legitimate","legitim",10,2000,0.005
"commons","common",10,2000,0.005
"eea","eea",10,2000,0.005
"funding","fund",10,2000,0.005
"britons","briton",10,2000,0.005
"tougher","tougher",10,2000,0.005
"slash","slash",10,2000,0.005
"significantly","signific",10,2000,0.005
"tighter","tighter",10,2000,0.005
"backlash","backlash",10,2000,0.005
"fisheries","fisheri",10,2000,0.005
"agenda","agenda",10,2000,0.005
"programme","programm",10,2000,0.005
"opinion","opinion",10,2000,0.005
"institute","institut",10,2000,0.005
"climate","climat",10,2000,0.005
"politician","politician",10,2000,0.005
"electoral","elector",10,2000,0.005
"england","england",10,2000,0.005
"linked","link",10,2000,0.005
"coalition","coalit",10,2000,0.005
"wider","wider",10,2000,0.005
"eastern","eastern",9,2000,0.0045
"nato","nato",9,2000,0.0045
"slammed","slam",9,2000,0.0045
"undermine","undermin",9,2000,0.0045
"regain","regain",9,2000,0.0045
"adopt","adopt",9,2000,0.0045
"sustainable","sustain",9,2000,0.0045
"media","media",9,2000,0.0045
"people's","peopl",9,2000,0.0045
"getty","getti",9,2000,0.0045
"nigel","nigel",9,2000,0.0045
"lawmakers","lawmak",9,2000,0.0045
"low-skilled","low-skil",9,2000,0.0045
"victory","victori",9,2000,0.0045
"australia","australia",9,2000,0.0045
"document","document",9,2000,0.0045
"uncontrolled","uncontrol",9,2000,0.0045
"voter","voter",9,2000,0.0045
"challenges","challeng",9,2000,0.0045
"damaging","damag",9,2000,0.0045
"uncertainty","uncertainti",9,2000,0.0045
"blair","blair",8,2000,0.004
"hospitals","hospit",8,2000,0.004
"devolved","devolv",8,2000,0.004
"bbc","bbc",8,2000,0.004
"labor","labor",8,2000,0.004
"tightening","tighten",8,2000,0.004
"jurisdiction","jurisdict",8,2000,0.004
"unlimited","unlimit",8,2000,0.004
"america","america",8,2000,0.004
"protecting","protect",8,2000,0.004
"professor","professor",8,2000,0.004
"exemption","exempt",8,2000,0.004
"false","fals",8,2000,0.004
"agreeing","agre",8,2000,0.004
"integrity","integr",8,2000,0.004
"defence","defenc",8,2000,0.004
"refuse","refus",8,2000,0.004
"prioritize","priorit",8,2000,0.004
"mep","mep",8,2000,0.004
"washington","washington",8,2000,0.004
"photo","photo",8,2000,0.004
"detention","detent",8,2000,0.004
"departure","departur",8,2000,0.004
"labour's","labour",8,2000,0.004
"divisive","divis",8,2000,0.004
"warnings","warn",8,2000,0.004
"constituency","constitu",8,2000,0.004
"diversity","divers",8,2000,0.004
"boris","bori",8,2000,0.004
"quit","quit",8,2000,0.004
"marine","marin",8,2000,0.004
"presidential","presidenti",8,2000,0.004
"hire","hire",7,2000,0.0035
"australian","australian",7,2000,0.0035
"passport","passport",7,2000,0.0035
"families","famili",7,2000,0.0035
"children","children",7,2000,0.0035
"reforms","reform",7,2000,0.0035
"recognise","recognis",7,2000,0.0035
"unskilled","unskil",7,2000,0.0035
"austerity","auster",7,2000,0.0035
"elite","elit",7,2000,0.0035
"boost","boost",7,2000,0.0035
"exploit","exploit",7,2000,0.0035
"angela","angela",7,2000,0.0035
"comprehensive","comprehens",7,2000,0.0035
"adviser","advis",7,2000,0.0035
"failing","fail",7,2000,0.0035
"openness","open",7,2000,0.0035
"mainstream","mainstream",7,2000,0.0035
"protectionist","protectionist",7,2000,0.0035
"cambridge","cambridg",7,2000,0.0035
"pensions","pension",7,2000,0.0035
"crime","crime",7,2000,0.0035
"oppose","oppos",7,2000,0.0035
"afp","afp",7,2000,0.0035
"president's","presid",7,2000,0.0035
"highlights","highlight",7,2000,0.0035
"values","valu",7,2000,0.0035
"keen","keen",7,2000,0.0035
"prosperity","prosper",7,2000,0.0035
"dominic","domin",7,2000,0.0035
"progressive","progress",7,2000,0.0035
"michael","michael",7,2000,0.0035
"davidson","davidson",7,2000,0.0035
"retaining","retain",7,2000,0.0035
"hardline","hardlin",7,2000,0.0035
"geert","geert",7,2000,0.0035
"terrorists","terrorist",6,2000,0.003
"impacts","impact",6,2000,0.003
"sir","sir",6,2000,0.003
"contributing","contribut",6,2000,0.003
"healthcare","healthcar",6,2000,0.003
"respondents","respond",6,2000,0.003
"working-class","working-class",6,2000,0.003
"administrative","administr",6,2000,0.003
"nativism","nativ",6,2000,0.003
"restore","restor",6,2000,0.003
"workforce","workforc",6,2000,0.003
"consensus","consensus",6,2000,0.003
"depressing","depress",6,2000,0.003
"swiss","swiss",6,2000,0.003
"deals","deal",6,2000,0.003
"reassurances","reassur",6,2000,0.003
"industries","industri",6,2000,0.003
"defended","defend",6,2000,0.003
"severely","sever",6,2000,0.003
"multiculturalism","multicultur",6,2000,0.003
"reject","reject",6,2000,0.003
"falls","fall",6,2000,0.003
"patriotic","patriot",6,2000,0.003
"guarantee","guarante",6,2000,0.003
"resonate","reson",6,2000,0.003
"dialogos","dialogo",6,2000,0.003
"cliff","cliff",6,2000,0.003
"fundamentally","fundament",6,2000,0.003
"gove","gove",6,2000,0.003
"acknowledge","acknowledg",6,2000,0.003
"weigh","weigh",6,2000,0.003
"relaxed","relax",6,2000,0.003
"norway","norway",6,2000,0.003
"safeguards","safeguard",6,2000,0.003
"hard-line","hard-lin",6,2000,0.003
"headline","headlin",6,2000,0.003
"tweeting","tweet",6,2000,0.003
"nuclear","nuclear",6,2000,0.003
"whitehall","whitehal",6,2000,0.003
"racism","racism",6,2000,0.003
"treasury","treasuri",6,2000,0.003
"odds","odd",6,2000,0.003
"euro","euro",6,2000,0.003
"criticised","criticis",6,2000,0.003
"leavers","leaver",6,2000,0.003
"split","split",6,2000,0.003
"right-wing","right-w",6,2000,0.003
"aims","aim",6,2000,0.003
"anti-islam","anti-islam",6,2000,0.003
"turkey","turkey",6,2000,0.003
"surge","surg",6,2000,0.003
"drastically","drastic",6,2000,0.003
"russian","russian",6,2000,0.003
"signalled","signal",6,2000,0.003
"complexity","complex",6,2000,0.003
"appeals","appeal",6,2000,0.003
"high-skilled","high-skil",6,2000,0.003
"stability","stabil",5,2000,0.0025
"pushing","push",5,2000,0.0025
"lgbt","lgbt",5,2000,0.0025
"frustration","frustrat",5,2000,0.0025
"models","model",5,2000,0.0025
"pro-brexit","pro-brexit",5,2000,0.0025
"african","african",5,2000,0.0025
"kingdom's","kingdom",5,2000,0.0025
"clamping","clamp",5,2000,0.0025
"engaging","engag",5,2000,0.0025
"reporting","report",5,2000,0.0025
"poster","poster",5,2000,0.0025
"brexit-related","brexit-rel",5,2000,0.0025
"john","john",5,2000,0.0025
"cox","cox",5,2000,0.0025
"rally","ralli",5,2000,0.0025
"weaken","weaken",5,2000,0.0025
"ceo","ceo",5,2000,0.0025
"foreigners","foreign",5,2000,0.0025
"policing","polic",5,2000,0.0025
"ruth","ruth",5,2000,0.0025
"hague","hagu",5,2000,0.0025
"invest","invest",5,2000,0.0025
"queue","queue",5,2000,0.0025
"single-market","single-market",5,2000,0.0025
"quotas","quota",5,2000,0.0025
"posing","pose",5,2000,0.0025
"airports","airport",5,2000,0.0025
"fairer","fairer",5,2000,0.0025
"greece","greec",5,2000,0.0025
"damian","damian",5,2000,0.0025
"sanctions","sanction",5,2000,0.0025
"delays","delay",5,2000,0.0025
"carswell","carswel",5,2000,0.0025
"fox","fox",5,2000,0.0025
"parti","part",5,2000,0.0025
"pa","pa",5,2000,0.0025
"suggesting","suggest",5,2000,0.0025
"perceived","perceiv",5,2000,0.0025
"racist","racist",5,2000,0.0025
"limiting","limit",5,2000,0.0025
"enhanced","enhanc",5,2000,0.0025
"hinted","hint",5,2000,0.0025
"globalisation","globalis",5,2000,0.0025
"kurz","kurz",5,2000,0.0025
"sacrificed","sacrif",5,2000,0.0025
"commonwealth","commonwealth",5,2000,0.0025
"republicans","republican",5,2000,0.0025
"renewals","renew",5,2000,0.0025
"anxieties","anxieti",5,2000,0.0025
"assimilation","assimil",5,2000,0.0025
"optimistic","optimist",5,2000,0.0025
"ons","on",5,2000,0.0025
"tariffs","tariff",5,2000,0.0025
"eurosceptic","euroscept",5,2000,0.0025
"triggered","trigger",5,2000,0.0025
"infrastructure","infrastructur",5,2000,0.0025
"hurt","hurt",5,2000,0.0025
"tackle","tackl",5,2000,0.0025
"publish","publish",5,2000,0.0025
"tony","toni",5,2000,0.0025
"poorer","poorer",5,2000,0.0025
"advisory","advisori",5,2000,0.0025
"bureaucracy","bureaucraci",5,2000,0.0025
"western","western",5,2000,0.0025
"caring","care",5,2000,0.0025
"ties","tie",5,2000,0.0025
"year's","year",5,2000,0.0025
"transitional","transit",5,2000,0.0025
"risks","risk",5,2000,0.0025
"paddington","paddington",5,2000,0.0025
"college","colleg",5,2000,0.0025
"congress","congress",5,2000,0.0025
"sticking","stick",5,2000,0.0025
"anti-eu","anti-eu",5,2000,0.0025
"recruit","recruit",5,2000,0.0025
"authoritarian","authoritarian",5,2000,0.0025
"treaty","treati",5,2000,0.0025
"studies","studi",5,2000,0.0025
"curtail","curtail",5,2000,0.0025
"public's","public",5,2000,0.0025
"facebook","facebook",5,2000,0.0025
"radical","radic",5,2000,0.0025
"ports","port",5,2000,0.0025
"accommodate","accommod",5,2000,0.0025
"merit-based","merit-bas",5,2000,0.0025
"praised","prais",5,2000,0.0025
"flows","flow",5,2000,0.0025
"lowest","lowest",4,2000,0.002
"satisfy","satisfi",4,2000,0.002
"locals","local",4,2000,0.002
"disruptive","disrupt",4,2000,0.002
"ben","ben",4,2000,0.002
"accusing","accus",4,2000,0.002
"ads","ad",4,2000,0.002
"marr","marr",4,2000,0.002
"aides","aid",4,2000,0.002
"margaret","margaret",4,2000,0.002
"300,000","300,000",4,2000,0.002
"stops","stop",4,2000,0.002
"welcomed","welcom",4,2000,0.002
"mac","mac",4,2000,0.002
"travelers","travel",4,2000,0.002
"promoted","promot",4,2000,0.002
"solutions","solut",4,2000,0.002
"dimon","dimon",4,2000,0.002
"discussing","discuss",4,2000,0.002
"messages","messag",4,2000,0.002
"edinburgh","edinburgh",4,2000,0.002
"fair's","fair",4,2000,0.002
"unlawfully","unlaw",4,2000,0.002
"toxic","toxic",4,2000,0.002
"goodwill","goodwil",4,2000,0.002
"protectionism","protection",4,2000,0.002
"concessions","concess",4,2000,0.002
"urging","urg",4,2000,0.002
"enforce","enforc",4,2000,0.002
"brightest","brightest",4,2000,0.002
"africa","africa",4,2000,0.002
"tv","tv",4,2000,0.002
"diane","dian",4,2000,0.002
"bureaucrats","bureaucrat",4,2000,0.002
"emotive","emot",4,2000,0.002
"vow","vow",4,2000,0.002
"mexico","mexico",4,2000,0.002
"rightwing","rightw",4,2000,0.002
"canada","canada",4,2000,0.002
"draconian","draconian",4,2000,0.002
"photograph","photograph",4,2000,0.002
"unclear","unclear",4,2000,0.002
"addressing","address",4,2000,0.002
"pvv","pvv",4,2000,0.002
"expat","expat",4,2000,0.002
"europhobe","europhob",4,2000,0.002
"farms","farm",4,2000,0.002
"introduce","introduc",4,2000,0.002
"ordinary","ordinari",4,2000,0.002
"sceptical","sceptic",4,2000,0.002
"branded","brand",4,2000,0.002
"resentment","resent",4,2000,0.002
"christian","christian",4,2000,0.002
"alarming","alarm",4,2000,0.002
"politically","polit",4,2000,0.002
"frank","frank",4,2000,0.002
"admits","admit",4,2000,0.002
"allegations","alleg",4,2000,0.002
"nz","nz",4,2000,0.002
"aftermath","aftermath",4,2000,0.002
"barrister","barrist",4,2000,0.002
"partners","partner",4,2000,0.002
"explicitly","explicit",4,2000,0.002
"kriesi","kriesi",4,2000,0.002
"gdp","gdp",4,2000,0.002
"switzerland","switzerland",4,2000,0.002
"distanced","distanc",4,2000,0.002
"westminster","westminst",4,2000,0.002
"predicts","predict",4,2000,0.002
"seats","seat",4,2000,0.002
"undocumented","undocu",4,2000,0.002
"partnership","partnership",4,2000,0.002
"sway","sway",4,2000,0.002
"implied","impli",4,2000,0.002
"detained","detain",4,2000,0.002
"steve","steve",4,2000,0.002
"insecurity","insecur",4,2000,0.002
"sweden","sweden",4,2000,0.002
"sortie","sort",4,2000,0.002
"influx","influx",4,2000,0.002
"tricky","tricki",4,2000,0.002
"william","william",4,2000,0.002
"snp","snp",4,2000,0.002
"emigration","emigr",4,2000,0.002
"arguments","argument",4,2000,0.002
"reliant","reliant",4,2000,0.002
"retail","retail",4,2000,0.002
"deficit","deficit",4,2000,0.002
"offences","offenc",4,2000,0.002
"june's","june",4,2000,0.002
"decides","decid",4,2000,0.002
"considers","consid",4,2000,0.002
"tensions","tension",4,2000,0.002
"jo","jo",4,2000,0.002
"gaps","gap",4,2000,0.002
