term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"italian","italian",15,10000,0.0015,2.01737976807,-0.248019901274
"university","univers",15,10000,0.0015,-0.439499573859,0.00466575127238
"residency","resid",15,10000,0.0015,-0.669967827669,0.202616292696
"violence","violenc",15,10000,0.0015,-0.747481416014,0.686835999286
"arguing","argu",15,10000,0.0015,-0.588209156248,-0.444252966379
"4th","4th",15,10000,0.0015,-0.0154758670262,-0.519970184712
"reuters","reuter",15,10000,0.0015,1.10132130502,-0.202436126521
"funding","fund",15,10000,0.0015,-0.60681459837,-0.250063346876
"emmanuel","emmanuel",15,10000,0.0015,,
"boost","boost",15,10000,0.0015,-0.612611843209,-0.96498966602
"lord","lord",14,10000,0.0014,0.543376990613,-0.0615882680174
"politician","politician",14,10000,0.0014,-0.529276276936,0.955514274118
"sweden","sweden",14,10000,0.0014,1.9475369225,0.112917607404
"healthcare","healthcar",14,10000,0.0014,-0.170843189761,0.0247067521722
"scapegoats","scapegoat",14,10000,0.0014,-0.67116567748,0.403388080372
"negotiating","negoti",14,10000,0.0014,-0.835066755472,-0.698418629227
"exploit","exploit",14,10000,0.0014,-0.279967192841,-0.523181398757
"threaten","threaten",14,10000,0.0014,-0.540835281179,-0.680636268456
"berlin","berlin",14,10000,0.0014,1.57756849039,-0.0563082575052
"stoked","stoke",14,10000,0.0014,-0.311053846317,-0.472160058679
"year's","year",14,10000,0.0014,-0.478895790562,-0.48029734292
"angela","angela",14,10000,0.0014,1.08847333275,-0.38276526358
"commit","commit",14,10000,0.0014,-0.505870097527,-0.674789547996
"leo","leo",14,10000,0.0014,1.52895217076,-0.362600309826
"first-generation","first-gener",14,10000,0.0014,,
"reject","reject",14,10000,0.0014,-0.624849200255,-0.317106252655
"government's","govern",14,10000,0.0014,-0.46748361499,0.436323262575
"judge","judg",14,10000,0.0014,-0.523115640049,-0.288400908562
"paris","pari",13,10000,0.0013,1.90132574804,-0.309117493257
"republicans","republican",13,10000,0.0013,0.503071927266,1.14972179211
"advocated","advoc",13,10000,0.0013,-0.774456430578,-0.37859446672
"britons","briton",13,10000,0.0013,,
"prejudice","prejudic",13,10000,0.0013,-0.474828481994,0.599812156659
"quit","quit",13,10000,0.0013,-0.3659205815,-0.551368640959
"backgrounds","background",13,10000,0.0013,-0.382496671801,0.0748370498268
"headline","headlin",13,10000,0.0013,-0.275806781312,-0.0997679549768
"unskilled","unskil",13,10000,0.0013,-0.106511845718,0.315085214919
"protections","protect",13,10000,0.0013,-0.560109784582,-0.283077693415
"rallying","ralli",13,10000,0.0013,-0.645805761285,-0.362224551313
"centrist","centrist",13,10000,0.0013,-0.778078969402,1.48451233912
"progressive","progress",13,10000,0.0013,-0.25828625254,0.343767410225
"syrian","syrian",13,10000,0.0013,0.561163162094,0.0401790112575
"employers","employ",12,10000,0.0012,-0.567957381824,0.187455566545
"linked","link",12,10000,0.0012,-0.441262731793,-0.865775317667
"eurosceptic","euroscept",12,10000,0.0012,-0.206404252282,1.93293457476
"messages","messag",12,10000,0.0012,-0.569120239341,-0.344312493933
"activists","activist",12,10000,0.0012,-0.658488001318,0.364629334948
"counts","count",12,10000,0.0012,-0.508135404514,-0.690982817955
"jews","jew",12,10000,0.0012,1.43832603249,0.88076703106
"pro-brexit","pro-brexit",12,10000,0.0012,,
"xenophobic","xenophob",12,10000,0.0012,-0.3890324906,1.42139609054
"emigrant","emigr",12,10000,0.0012,-0.388926780572,0.679464110285
"vowed","vow",12,10000,0.0012,-0.740958581071,-0.478562277234
"divisions","divis",12,10000,0.0012,-0.452933199907,-0.150721036451
"scotland","scotland",12,10000,0.0012,1.80151890943,-0.197355252801
"outsiders","outsid",12,10000,0.0012,-0.45292159686,0.0985698216113
"outrage","outrag",12,10000,0.0012,-0.775804250095,0.265384672354
"chancellor","chancellor",12,10000,0.0012,-0.597658524512,0.448184857716
"talks","talk",12,10000,0.0012,-0.673117338244,-0.464035051071
"blair","blair",12,10000,0.0012,1.22343556131,-0.0174677497273
"scapegoating","scapego",12,10000,0.0012,-0.636981566261,0.54083337865
"parliamentary","parliamentari",12,10000,0.0012,-0.443703715413,0.906320206579
"nigel","nigel",12,10000,0.0012,1.03533608383,-0.293254433529
"imported","import",12,10000,0.0012,-0.184240463007,-0.207582238199
"unemployment","unemploy",12,10000,0.0012,-0.721781196705,1.06498432534
"multicultural","multicultur",12,10000,0.0012,-0.468778607944,0.434005765465
"austria","austria",12,10000,0.0012,0.96772345602,-0.224990918457
"document","document",12,10000,0.0012,-0.414911286885,-0.200848334282
"bloc","bloc",12,10000,0.0012,-0.401978690238,0.821493043906
"grenfell","grenfel",11,10000,0.0011,,
"seats","seat",11,10000,0.0011,-0.555148459471,0.246533838814
"moroccan","moroccan",11,10000,0.0011,0.541934473716,-0.0187338179389
"violent","violent",11,10000,0.0011,-0.597079900155,0.258164777995
"solidarity","solidar",11,10000,0.0011,-0.521667616709,0.552868444995
"brits","brit",11,10000,0.0011,1.34424048583,0.248305407561
"convicted","convict",11,10000,0.0011,-0.716564651989,-0.34622427989
"league","leagu",11,10000,0.0011,-0.28723575399,-0.290647774184
"warnings","warn",11,10000,0.0011,-0.54409518673,-0.529232399676
"manchester","manchest",11,10000,0.0011,1.70876206488,-0.410169730996
"promoting","promot",11,10000,0.0011,-0.459196009542,-0.728676054213
"implement","implement",11,10000,0.0011,-0.551706760475,-0.530496439704
"africa","africa",11,10000,0.0011,2.16150778896,0.063650435032
"party's","parti",11,10000,0.0011,0.530035968532,0.6038290465
"senate","senat",11,10000,0.0011,-0.116980352436,0.51665341816
"manifesto","manifesto",11,10000,0.0011,-0.507194024012,0.540573583535
"guardian","guardian",11,10000,0.0011,-0.153985389912,-0.219668928223
"ensure","ensur",11,10000,0.0011,-0.522015649895,-0.609831991263
"photograph","photograph",11,10000,0.0011,-0.413040131602,-0.462507076547
"politically","polit",11,10000,0.0011,-0.887670287958,0.814753751656
"sentiments","sentiment",11,10000,0.0011,-0.653526035383,0.329707692507
"canada","canada",11,10000,0.0011,2.34589211352,-0.347225328904
"christian","christian",11,10000,0.0011,1.35074777791,0.707488706945
"menacing","menac",11,10000,0.0011,-0.41433503505,-0.35504077557
"praised","prais",11,10000,0.0011,-1.02567859333,-0.948997499802
"anti-european","anti-european",11,10000,0.0011,,
"journalist","journalist",11,10000,0.0011,-0.400406740478,0.346459424427
"deputy","deputi",11,10000,0.0011,-0.520742137885,-0.267643009645
"college","colleg",11,10000,0.0011,-0.33075849661,-0.071086795565
"assault","assault",11,10000,0.0011,-0.665049234376,-0.480841351961
"turks","turk",11,10000,0.0011,0.723544144229,-0.0200565752388
"jeremy","jeremi",11,10000,0.0011,1.40811499683,-0.332098320239
"nordstream","nordstream",10,10000,0.001,,
"introduce","introduc",10,10000,0.001,-0.555570281972,-0.840687289161
"sube","sube",10,10000,0.001,,
"economists","economist",10,10000,0.001,-0.572417286878,0.867736466035
"undermined","undermin",10,10000,0.001,-0.579083739117,-0.474479862948
"generational","generat",10,10000,0.001,-0.645272314967,0.43250275413
"claiming","claim",10,10000,0.001,-0.325566751763,-0.642804056442
"bannon","bannon",10,10000,0.001,,
"riot","riot",10,10000,0.001,-0.285304346801,0.133238718485
"mp","mp",10,10000,0.001,1.54536840013,-0.0104117869127
"scots","scot",10,10000,0.001,0.848587424659,0.125684525544
"tens","ten",10,10000,0.001,-0.499616681756,-0.335903568123
"agreement","agreement",10,10000,0.001,-0.61507594506,-0.597070401545
"accuses","accus",10,10000,0.001,-0.888622300455,-0.847555334501
"toxic","toxic",10,10000,0.001,-0.194049686656,-0.100047575309
"aftermath","aftermath",10,10000,0.001,-0.547910723347,-0.270299029892
"spike","spike",10,10000,0.001,-0.494319387758,-0.623804670297
"pakistani","pakistani",10,10000,0.001,1.45349499326,0.187488601035
"stirring","stir",10,10000,0.001,-0.580260145259,-0.328407916023
"remind","remind",10,10000,0.001,-0.471136569274,-0.602463127338
"guarantees","guarante",10,10000,0.001,-0.52540660852,-0.534875216883
"india","india",10,10000,0.001,2.38248810644,-0.0288227710903
"flood","flood",10,10000,0.001,-0.423186976204,-0.110891485572
"smith","smith",10,10000,0.001,1.4999923193,-0.494846051115
"pipelines","pipelin",10,10000,0.001,-0.483758685274,-0.0466459401166
"anti-semitism","anti-semit",10,10000,0.001,-0.239675698707,1.69074212873
"premier","premier",10,10000,0.001,-0.353771265052,-0.559676908236
"vans","van",10,10000,0.001,-0.390200963925,-0.342507891509
"khan","khan",10,10000,0.001,1.30316679252,-0.140585675012
"hire","hire",10,10000,0.001,-0.346036336246,-0.663382269021
"victims","victim",10,10000,0.001,-0.549483685901,0.00615611110714
"aliens","alien",10,10000,0.001,0.143645439467,0.432668120104
"washington","washington",10,10000,0.001,2.11326119067,0.0837146109942
"neighborhoods","neighborhood",10,10000,0.001,-0.596510007928,0.0559664998382
"behave","behav",10,10000,0.001,-0.123080666774,-0.234380207642
"deter","deter",10,10000,0.001,-0.568964843084,-0.730488274837
"aristocrat","aristocrat",10,10000,0.001,-0.0237996498734,0.386470763772
"chips","chip",10,10000,0.001,-0.0990912916284,-0.568763811714
"frustration","frustrat",10,10000,0.001,-0.78215585696,-0.215321047158
"institute","institut",10,10000,0.001,-0.48612041872,-0.167564359784
"cabinet","cabinet",10,10000,0.001,-0.302418203892,0.0912813620414
"electoral","elector",9,10000,0.0009,-0.571405337729,1.20050572766
"working-class","working-class",9,10000,0.0009,-0.143287576771,0.270294944269
"deliver","deliv",9,10000,0.0009,-0.517962036396,-0.755134573668
"romania","romania",9,10000,0.0009,0.745835703352,-0.096361113435
"defended","defend",9,10000,0.0009,-0.683440666944,-0.859513645002
"inviting","invit",9,10000,0.0009,-0.473614378466,-0.671846323881
"criticised","criticis",9,10000,0.0009,,
"pro-european","pro-european",9,10000,0.0009,,
"portrayed","portray",9,10000,0.0009,-0.765003458159,-0.383485334117
"sanctions","sanction",9,10000,0.0009,-0.694038581133,0.159176260302
"nurses","nurs",9,10000,0.0009,-0.47112236137,0.0122677660608
"stealing","steal",9,10000,0.0009,-0.296757680944,-0.707701735476
"recruits","recruit",9,10000,0.0009,-0.594167662915,-0.095356415006
"protested","protest",9,10000,0.0009,-0.689417800729,-0.684857328115
"founder","founder",9,10000,0.0009,-0.638826805687,-0.575567003192
"romanian","romanian",9,10000,0.0009,1.08476708675,0.00686642054386
"failings","fail",9,10000,0.0009,-0.543360447702,-0.158146085069
"suggesting","suggest",9,10000,0.0009,-0.348940909799,-0.480344649036
"challenges","challeng",9,10000,0.0009,-0.788048186065,-0.37971149515
"granting","grant",9,10000,0.0009,-0.471634486754,-0.443263745532
"xenophobia","xenophobia",9,10000,0.0009,-0.368813317795,1.58487573556
"euroskeptic","euroskept",9,10000,0.0009,-0.2873307957,1.1839687993
"hague","hagu",9,10000,0.0009,,
"seemingly","seem",9,10000,0.0009,-0.506866978333,-0.397893062262
"bankers","banker",9,10000,0.0009,-0.290116873206,0.219443696171
"ideology","ideolog",9,10000,0.0009,-0.468441584566,1.33841581045
"legally","legal",9,10000,0.0009,-0.291243437338,-0.158478985644
"referring","refer",9,10000,0.0009,-0.59918223879,-0.631689777563
"travelers","travel",9,10000,0.0009,-0.47038724332,0.208268094844
"describing","describ",9,10000,0.0009,-0.479597390529,-0.627885907693
"recognise","recognis",9,10000,0.0009,,
"customs","custom",9,10000,0.0009,-0.171361394214,0.169198283579
"highlights","highlight",9,10000,0.0009,-0.337168224558,-0.783520383354
"labor","labor",9,10000,0.0009,-0.428412544736,0.217107354457
"cheered","cheer",9,10000,0.0009,-0.624570977918,-0.787387500044
"obama","obama",9,10000,0.0009,2.16994897254,0.679911375881
"czech","czech",9,10000,0.0009,0.760384711572,-0.275870954883
"depriving","depriv",9,10000,0.0009,-0.504344109201,-0.661019905283
"murderers","murder",9,10000,0.0009,-0.277206782998,0.668050802787
"pvv","pvv",9,10000,0.0009,,
"low-skilled","low-skil",9,10000,0.0009,,
"raping","rape",8,10000,0.0008,-0.592883817392,-0.447653259093
"disruptive","disrupt",8,10000,0.0008,-0.641754059319,-0.571544222584
"catastrophe","catastroph",8,10000,0.0008,-0.445563928878,0.253840891493
"non-british","non-british",8,10000,0.0008,,
"colour","colour",8,10000,0.0008,,
"kenny","kenni",8,10000,0.0008,1.48608182776,-0.272823481239
"pushing","push",8,10000,0.0008,-0.522465403034,-0.642817116571
"tony","toni",8,10000,0.0008,0.386834560631,-0.418007350969
"withdrawing","withdraw",8,10000,0.0008,-0.587024104938,-0.457779471255
"assimilate","assimil",8,10000,0.0008,-0.365261082739,0.171405279569
"locals","local",8,10000,0.0008,-0.27105520854,-0.0990649942702
"billionaire","billionair",8,10000,0.0008,-0.525084066588,-0.0411530609885
"westminster","westminst",8,10000,0.0008,0.691944861224,-0.0403490755108
"organisations","organis",8,10000,0.0008,,
"feeding","feed",8,10000,0.0008,-0.325304909347,-0.541552833331
"rival","rival",8,10000,0.0008,-0.528117534705,-0.583971349297
"appalled","appal",8,10000,0.0008,-0.517164349086,-0.294945104631
"fuelling","fuell",8,10000,0.0008,,
"quotas","quota",8,10000,0.0008,-0.294844365495,0.27667087315
"online","onlin",8,10000,0.0008,0.0360221773895,-0.463055943909
"arnold","arnold",8,10000,0.0008,1.12988794591,-0.253352669783
"arab","arab",8,10000,0.0008,1.54613656831,0.287697642538
"initially","initi",8,10000,0.0008,-0.655384424583,-0.615335416883
"god","god",8,10000,0.0008,0.65476560799,-0.119664781286
"predominantly","predomin",8,10000,0.0008,-0.392902382111,-0.241599407702
"appealed","appeal",8,10000,0.0008,-0.938110808608,-0.584015295232
"descendants","descend",8,10000,0.0008,-0.321941221645,0.268656775959
"second-generation","second-gener",8,10000,0.0008,,
"centre","centr",8,10000,0.0008,,
"clashed","clash",8,10000,0.0008,-0.817768824943,-0.82168330578
"fabric","fabric",8,10000,0.0008,-0.24967532552,-0.146504542663
"koran","koran",8,10000,0.0008,0.792269873286,0.332500600226
"wider","wider",8,10000,0.0008,-0.464060728831,-0.283458402775
"drastic","drastic",8,10000,0.0008,-0.669758285994,-0.402552289105
"shocking","shock",8,10000,0.0008,-0.497145296105,-0.369138894655
"cooper","cooper",8,10000,0.0008,1.00802537364,-0.590149560029
"asia","asia",8,10000,0.0008,2.01777376778,0.0442330992245
"extremism","extrem",8,10000,0.0008,-0.494799627847,1.79987675774
"vulnerable","vulner",8,10000,0.0008,-0.561602560984,-0.458066373339
"native-born","native-born",8,10000,0.0008,,
"cultures","cultur",8,10000,0.0008,-0.248110457205,0.370058741442
"demonize","demon",8,10000,0.0008,-0.520136593761,0.329485528901
"steve","steve",8,10000,0.0008,2.16080952085,-0.346796542635
"philip","philip",8,10000,0.0008,0.963668513639,-0.400177223084
"echo","echo",8,10000,0.0008,-0.510825687296,-0.273645726806
"liberalism","liber",8,10000,0.0008,-0.30057258719,1.52214778053
"raging","rage",8,10000,0.0008,-0.183818224649,-0.19470141959
"website","websit",8,10000,0.0008,-0.0543066523368,-0.523356867907
"islamophobic","islamophob",8,10000,0.0008,-0.0366403297357,0.192293922868
"shuttering","shutter",8,10000,0.0008,-0.636763341495,-0.62041786137
"ignoring","ignor",8,10000,0.0008,-0.512571942676,-0.398928957881
"tabloid","tabloid",8,10000,0.0008,-0.324186321521,0.0252065905615
"holland","holland",7,10000,0.0007,1.37505108778,-0.216359118509
"tech","tech",7,10000,0.0007,-0.0632102589441,-0.343095145435
"destination","destin",7,10000,0.0007,-0.315875705078,-0.485104753868
"tourist","tourist",7,10000,0.0007,-0.337934107362,0.127912066016
"2,000","2,000",7,10000,0.0007,,
"sikhs","sikh",7,10000,0.0007,1.0547543114,0.604245456167
"nuttall","nuttal",7,10000,0.0007,,
