term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"boost","boost",118,10000,0.0118,-0.708746779476,-0.755841154068
"treasury","treasuri",118,10000,0.0118,-0.313341106889,0.651429846728
"negotiating","negoti",116,10000,0.0116,-0.818213827922,-0.627065746281
"bloc","bloc",116,10000,0.0116,-0.501342399505,1.00429969229
"currency","currenc",114,10000,0.0114,-0.361988431532,1.39587662951
"davos","davo",112,10000,0.0112,0.243866884736,-0.085810951053
"hike","hike",110,10000,0.011,-0.585672018659,0.286608258257
"customs","custom",110,10000,0.011,-0.180301700987,0.35515424051
"professor","professor",108,10000,0.0108,-0.530212159793,-0.183100763984
"country's","countri",107,10000,0.0107,0.319142555247,0.401906726972
"french","french",107,10000,0.0107,1.75912055929,-0.144742185581
"gdp","gdp",107,10000,0.0107,0.813657973057,1.35606407511
"world's","world",104,10000,0.0104,-0.111084675305,-0.120248923888
"northern","northern",104,10000,0.0104,-0.282857757221,-0.377152280912
"unemployment","unemploy",104,10000,0.0104,-0.809767312134,1.42094070983
"macron","macron",104,10000,0.0104,0.252153995643,-0.229516105772
"partnership","partnership",104,10000,0.0104,-0.701498594652,-0.637845400192
"adviser","advis",103,10000,0.0103,-0.814601023921,-0.358927991044
"exit","exit",103,10000,0.0103,-0.472968997349,-0.476924463494
"david","david",103,10000,0.0103,2.27608231265,-0.162780160349
"university","univers",102,10000,0.0102,-0.334759384321,-0.180812130915
"prosperity","prosper",101,10000,0.0101,-0.611562853969,0.897625958277
"boe","boe",100,10000,0.01,-0.0748075517725,0.771279405659
"eurozone","eurozon",99,10000,0.0099,-0.175098061527,2.43160707513
"government's","govern",99,10000,0.0099,-0.562234976135,0.770781852731
"campaign","campaign",97,10000,0.0097,-0.554071414859,-0.341522035926
"slowdown","slowdown",97,10000,0.0097,-1.08731414769,1.00409891
"bank's","bank",96,10000,0.0096,-0.491602012333,0.817658220554
"risks","risk",92,10000,0.0092,-0.638799591188,-0.0285874664384
"organisation","organis",92,10000,0.0092,,
"davis","davi",91,10000,0.0091,2.05499711628,-0.521713400825
"brussels","brussel",90,10000,0.009,0.813152153094,0.0394103361049
"stability","stabil",90,10000,0.009,-0.667828989871,0.204864061231
"migration","migrat",90,10000,0.009,-0.27420853827,0.157308918172
"philip","philip",89,10000,0.0089,1.11111039868,-0.324970439457
"sterling","sterl",88,10000,0.0088,-0.126529825592,0.0155597908345
"slowing","slow",88,10000,0.0088,-0.81246785748,-0.0807788689151
"exports","export",87,10000,0.0087,-0.592164837994,1.43450677224
"zone","zone",86,10000,0.0086,-0.372221487219,-0.207375690506
"donald","donald",86,10000,0.0086,1.41245116603,-0.313637058581
"inequality","inequ",85,10000,0.0085,-0.623999818657,1.27957614972
"markit","markit",85,10000,0.0085,,
"cooperation","cooper",84,10000,0.0084,-0.686739624893,-0.0201124224879
"john","john",82,10000,0.0082,1.73510574419,-0.413249497111
"emerging","emerg",81,10000,0.0081,-0.495120930673,-0.26252604057
"parliament","parliament",80,10000,0.008,-0.283584361284,0.79726437413
"productivity","product",80,10000,0.008,-0.478436663612,0.211003692453
"debt","debt",79,10000,0.0079,-0.713960786449,0.773686493602
"politically","polit",79,10000,0.0079,-0.720683019285,0.401418553737
"commission","commiss",78,10000,0.0078,-0.457001693228,-0.217367662093
"centre","centr",77,10000,0.0077,,
"consumers","consum",77,10000,0.0077,-0.678874487639,0.420093857979
"squeeze","squeez",77,10000,0.0077,-0.549675446622,-0.310313074126
"ties","tie",76,10000,0.0076,-0.577431880629,-0.399318386855
"deficit","deficit",76,10000,0.0076,-0.811114773277,0.755771538329
"challenges","challeng",75,10000,0.0075,-0.90100474284,-0.229491554022
"scotland","scotland",75,10000,0.0075,1.74586662554,0.104136920976
"deals","deal",75,10000,0.0075,-0.400172606924,-0.270283603543
"warns","warn",74,10000,0.0074,-0.365691659591,-0.53331478187
"corporate","corpor",73,10000,0.0073,-0.274828017633,-0.0234743391857
"austerity","auster",73,10000,0.0073,-0.418324816146,1.58296717672
"investments","invest",73,10000,0.0073,-0.840273830185,0.437820381247
"mps","mps",72,10000,0.0072,1.00995758693,0.103151948809
"analysts","analyst",72,10000,0.0072,-0.866493336316,0.197817570458
"migrants","migrant",71,10000,0.0071,-0.430325305471,0.820898754611
"democratic","democrat",70,10000,0.007,-0.378713218911,0.899468713467
"reforms","reform",69,10000,0.0069,-0.830116279297,0.958020247465
"may's","may",69,10000,0.0069,0.549869783334,-0.283311405073
"damaging","damag",68,10000,0.0068,-0.412828928937,-0.600277721189
"deliver","deliv",68,10000,0.0068,-0.555604789666,-0.59403845621
"leader","leader",67,10000,0.0067,-0.535011155014,-0.520344077025
"ensure","ensur",67,10000,0.0067,-0.530353361239,-0.55013571095
"ihs","ih",67,10000,0.0067,0.868901502669,-0.468933673164
"jeremy","jeremi",66,10000,0.0066,1.63181788555,-0.33915801101
"scenario","scenario",66,10000,0.0066,-0.76215565242,-0.143477947738
"supporters","support",65,10000,0.0065,-0.468193972634,-0.52786284057
"japan","japan",65,10000,0.0065,1.99501092606,0.551543549326
"labour's","labour",64,10000,0.0064,,
"retail","retail",64,10000,0.0064,-0.478610868933,0.0478482900013
"sustained","sustain",64,10000,0.0064,-0.622269819601,-0.518340554905
"indicators","indic",64,10000,0.0064,-0.807394161907,0.373221506806
"weaker","weaker",64,10000,0.0064,-0.493742699226,0.0513069382967
"borrowing","borrow",62,10000,0.0062,-0.702390968183,0.825436745231
"agenda","agenda",60,10000,0.006,-0.606287356055,0.287606275076
"fundamental","fundament",60,10000,0.006,-0.56383366329,0.0493571596737
"imf","imf",60,10000,0.006,0.525650148279,0.411111977933
"education","educ",60,10000,0.006,-0.388037500929,0.0785331450187
"households","household",59,10000,0.0059,-0.757252203191,0.589924696391
"consultancy","consult",59,10000,0.0059,-0.466868926771,-0.128045801608
"howard","howard",59,10000,0.0059,2.02387281461,-0.177822662209
"studies","studi",59,10000,0.0059,-0.45224908917,-0.303200300159
"weakening","weaken",58,10000,0.0058,-0.710101943297,0.314992058959
"greece","greec",58,10000,0.0058,1.59446712546,0.526929107073
"switzerland","switzerland",58,10000,0.0058,1.20658707393,0.208872341792
"oecd","oecd",57,10000,0.0057,,
"norway","norway",57,10000,0.0057,1.28732503574,-0.0131968252063
"eea","eea",57,10000,0.0057,,
"carney","carney",57,10000,0.0057,0.70826666555,-0.329599804758
"archer","archer",56,10000,0.0056,0.244043586752,-0.334499840045
"links","link",54,10000,0.0054,-0.0686904674854,-0.561141079219
"wider","wider",54,10000,0.0054,-0.495317212331,-0.326240873572
"india","india",54,10000,0.0054,2.13653421231,0.479148534884
"western","western",54,10000,0.0054,-0.165505037197,-0.227987154688
"year's","year",54,10000,0.0054,-0.488755210943,-0.469038175144
"models","model",54,10000,0.0054,-0.242944197265,-0.265529552965
"post-brexit","post-brexit",53,10000,0.0053,,
"american","american",53,10000,0.0053,1.84667570438,0.133458395531
"policymakers","policymak",53,10000,0.0053,-0.700358170057,0.972752609078
"wealth","wealth",53,10000,0.0053,-0.552010802279,0.326787888453
"option","option",52,10000,0.0052,-0.33778083545,-0.638311439806
"macroeconomics","macroeconom",52,10000,0.0052,-0.368213581695,1.070633869
"haldane","haldan",52,10000,0.0052,,
"commitment","commit",52,10000,0.0052,-0.679895855932,-0.647335847359
"withdrawal","withdraw",51,10000,0.0051,-0.527674999253,-0.179286531776
"cbi","cbi",50,10000,0.005,0.903416053471,0.0923449542231
"le","le",50,10000,0.005,1.47614756593,-0.656518618131
"oxford","oxford",50,10000,0.005,1.19047960788,-0.195091717585
"johnson","johnson",49,10000,0.0049,2.13086299804,-0.349170567946
"nhs","nhs",49,10000,0.0049,0.840339352052,0.0942738817831
"asset","asset",49,10000,0.0049,-0.558606411865,-0.119631823649
"strength","strength",49,10000,0.0049,-0.52871321645,-0.462028505051
"george","georg",49,10000,0.0049,2.15924194175,-0.251390868393
"ey","ey",49,10000,0.0049,1.09945044822,-0.530707528771
"russia","russia",49,10000,0.0049,1.9243824066,0.62897629159
"italy","itali",49,10000,0.0049,2.02262831641,0.159819920312
"focused","focus",49,10000,0.0049,-0.698444142051,-0.767743106367
"pmi","pmi",48,10000,0.0048,1.03281286472,0.0754236148448
"potentially","potenti",48,10000,0.0048,-0.545043861398,-0.543992901887
"favour","favour",48,10000,0.0048,,
"strengthen","strengthen",48,10000,0.0048,-0.69669101235,-0.644201302591
"pen","pen",48,10000,0.0048,0.153777296745,-0.511021081385
"weighed","weigh",47,10000,0.0047,-0.419087983981,-0.510192873951
"spain","spain",47,10000,0.0047,2.04325829117,0.201218933369
"finances","financ",47,10000,0.0047,-0.837175522321,0.248612806838
"programme","programm",47,10000,0.0047,,
"climate","climat",47,10000,0.0047,-0.502959770135,0.356263891048
"bbc","bbc",47,10000,0.0047,1.99342222327,0.361888759987
"america","america",46,10000,0.0046,2.09647853761,0.511242934221
"populist","populist",46,10000,0.0046,-0.637790604412,0.629526485476
"tombs","tomb",46,10000,0.0046,-0.0663887154582,0.0108498768132
"industries","industri",46,10000,0.0046,-0.559051824246,0.519126888063
"momentum","momentum",46,10000,0.0046,-0.999904173217,-0.355952168012
"infrastructure","infrastructur",46,10000,0.0046,-0.657841922212,0.150579892113
"pantheon","pantheon",46,10000,0.0046,-0.175234955087,-0.380071234801
"guardian","guardian",46,10000,0.0046,-0.0290805921906,-0.445056750641
"argues","argu",45,10000,0.0045,-0.60090227629,-0.338827126602
"projections","project",45,10000,0.0045,-0.838246934418,-0.059495071857
"canada","canada",45,10000,0.0045,2.23981120985,0.149071766138
"expecting","expect",45,10000,0.0045,-0.559348176253,-0.707587894873
"mpc","mpc",44,10000,0.0044,0.27124392775,-0.357719013673
"surveys","survey",44,10000,0.0044,-0.607276989079,-0.195912557302
"reverse","revers",44,10000,0.0044,-0.32114938343,-0.452236194967
"lord","lord",43,10000,0.0043,0.675458064614,-0.309485853254
"recession","recess",43,10000,0.0043,-0.874296873019,1.40037186784
"robust","robust",43,10000,0.0043,-0.584971796199,-0.24977332937
"downgraded","downgrad",43,10000,0.0043,-0.422676579971,-0.583141641147
"tackle","tackl",43,10000,0.0043,-0.451239419792,-0.43311685918
"merkel","merkel",43,10000,0.0043,,
"freedom","freedom",42,10000,0.0042,-0.235841086226,0.151703007227
"barriers","barrier",42,10000,0.0042,-0.517141228824,0.0383072631199
"implementation","implement",42,10000,0.0042,-0.463043352601,0.0104618602637
"andy","andi",42,10000,0.0042,2.00747755203,-0.186008417907
"samuel","samuel",42,10000,0.0042,1.4972170001,-0.264766962447
"assessments","assess",41,10000,0.0041,-0.747673861536,-0.211807989451
"disruption","disrupt",41,10000,0.0041,-0.717441103283,-0.186031020946
"foundation","foundat",41,10000,0.0041,-0.541796964513,-0.578700330797
"elites","elit",41,10000,0.0041,-0.103351308064,0.815798379433
"globalisation","globalis",41,10000,0.0041,,
"scottish","scottish",40,10000,0.004,1.37604809585,-0.0529986725364
"0.5","0.5",40,10000,0.004,,
"imports","import",40,10000,0.004,-0.434951080307,0.938963382415
"stagnation","stagnat",40,10000,0.004,-0.662180022931,1.03382921465
"chris","chris",40,10000,0.004,2.15262901934,0.230202773458
"significantly","signific",39,10000,0.0039,-0.495650944301,-0.424692252418
"protecting","protect",39,10000,0.0039,-0.402124551314,-0.777106772882
"failing","fail",39,10000,0.0039,-0.470174466561,-0.56271245279
"purchasing","purchas",39,10000,0.0039,-0.388406689075,-0.161414251175
"sanctions","sanction",39,10000,0.0039,-0.732074140898,0.682903767407
"manifesto","manifesto",39,10000,0.0039,-0.32430118105,0.195750218697
"irish","irish",39,10000,0.0039,1.64261966904,0.06937108864
"optimism","optim",39,10000,0.0039,-0.932503202992,0.152043837623
"incomes","incom",38,10000,0.0038,-0.787235769912,1.08267782939
"hurt","hurt",38,10000,0.0038,-0.551432093226,-0.699100535878
"chaos","chao",38,10000,0.0038,-0.468883256527,0.207209020005
"integrity","integr",37,10000,0.0037,-0.400666588323,-0.486517972149
"0.4","0.4",37,10000,0.0037,,
"downturn","downturn",37,10000,0.0037,-1.01990389724,0.832643646808
"consensus","consensus",37,10000,0.0037,-0.541724377982,0.115211187929
"publish","publish",37,10000,0.0037,-0.386200579827,-0.264734595073
"faster","faster",37,10000,0.0037,-0.297028018361,-0.349283565021
"tariffs","tariff",37,10000,0.0037,-0.625856604047,1.30094869494
"ecb","ecb",37,10000,0.0037,0.538485529086,0.469794210568
"resilience","resili",37,10000,0.0037,-0.753444843959,-0.274517985723
"osborne","osborn",37,10000,0.0037,,
"employers","employ",37,10000,0.0037,-0.614547715923,0.240997345959
"today's","today",37,10000,0.0037,0.598069979538,-0.249078219337
"opinion","opinion",37,10000,0.0037,-0.239723082172,-0.370055622209
"mcdonnell","mcdonnel",36,10000,0.0036,,
"broader","broader",36,10000,0.0036,-0.784095520728,-0.0829868417636
"collapse","collaps",36,10000,0.0036,-0.536884386491,-0.000107728970669
"fastest","fastest",36,10000,0.0036,-0.222489641014,-0.232503790713
"revised","revis",36,10000,0.0036,-0.624001081761,-0.31325737473
"socio-economic","socio-econom",36,10000,0.0036,-0.571935567801,0.43913671424
"co-operation","co-oper",36,10000,0.0036,-0.686739624893,-0.0201124224879
"korea","korea",36,10000,0.0036,1.57078842838,0.426056413702
"leaked","leak",36,10000,0.0036,-0.13690914655,-0.740977671276
"thatcher","thatcher",36,10000,0.0036,0.947252247668,-0.158577486789
"populism","popul",36,10000,0.0036,-0.399256613308,1.15486471144
"backdrop","backdrop",36,10000,0.0036,-0.645680669486,-0.231624987646
"ap","ap",36,10000,0.0036,1.34182391199,-0.450550948627
"refugees","refuge",35,10000,0.0035,-0.421059291741,0.410114097556
"andrew","andrew",35,10000,0.0035,2.34397761371,-0.173564015019
"generate","generat",35,10000,0.0035,-0.627452370782,-0.644339172978
"tightening","tighten",35,10000,0.0035,-0.782373645208,0.291329065576
"lowest","lowest",35,10000,0.0035,-0.492590139953,-0.244525250771
"contribution","contribut",35,10000,0.0035,-0.487230012202,-0.536764869654
"treaty","treati",35,10000,0.0035,-0.417822836603,0.738259481489
"undermine","undermin",35,10000,0.0035,-0.716023533261,-0.277933703154
"media","media",35,10000,0.0035,-0.25568875364,-0.329015378648
"deputy","deputi",34,10000,0.0034,-0.397528843864,-0.331502481499
"trigger","trigger",34,10000,0.0034,-0.471569209593,-0.510119142093
"paul","paul",34,10000,0.0034,2.31170090475,-0.150190659922
"radical","radic",34,10000,0.0034,-0.428145469517,-0.00887565101509
"ongoing","ongo",34,10000,0.0034,-0.603993960823,-0.55236182862
"cautious","cautious",34,10000,0.0034,-0.909274465943,-0.408424518149
"quarterly","quarter",34,10000,0.0034,-0.571434698416,0.219275727427
"strategist","strategist",34,10000,0.0034,-0.76253922797,0.426635878222
"regulation","regul",33,10000,0.0033,-0.328378063883,-0.00562414779533
"pushing","push",33,10000,0.0033,-0.416786788824,-0.626511574142
"stocks","stock",33,10000,0.0033,-0.617670082866,0.793966501436
"staying","stay",33,10000,0.0033,-0.431306995775,-0.668676548094
"spokesman","spokesman",33,10000,0.0033,-0.973632361436,-0.844174255422
"tank","tank",33,10000,0.0033,-0.313448642511,-0.0882886336585
"photograph","photograph",33,10000,0.0033,-0.217832773998,-0.692707743226
"equity","equiti",33,10000,0.0033,-0.729767744661,0.484521300239
"pledge","pledg",32,10000,0.0032,-0.468012630532,-0.244095263428
"clients","client",32,10000,0.0032,-0.533704749892,-0.26739616458
"departure","departur",32,10000,0.0032,-0.55392449348,-0.676493113699
"college","colleg",32,10000,0.0032,-0.241398552973,-0.240176303232
"peak","peak",32,10000,0.0032,-0.450462780152,-0.345138742665
"fuel","fuel",32,10000,0.0032,-0.579356057652,0.0591264766437
"funding","fund",32,10000,0.0032,-0.6573949734,-0.101981093267
"persistent","persist",32,10000,0.0032,-0.396738710473,-0.457767023536
"ing","ing",32,10000,0.0032,0.996587976303,-0.567616699884
"credibility","credibl",31,10000,0.0031,-0.529007051034,-0.1849957128
"priority","prioriti",31,10000,0.0031,-0.713523973897,-0.66729601187
"catastrophe","catastroph",31,10000,0.0031,-0.516598719366,0.427123144182
"gap","gap",31,10000,0.0031,-0.613946681779,-0.313420411981
"williamson","williamson",31,10000,0.0031,0.840698259746,-0.365852041661
"intelligence","intellig",31,10000,0.0031,-0.510316077886,0.105209263411
"president's","presid",31,10000,0.0031,-0.42714597334,0.360474738755
"cabinet","cabinet",31,10000,0.0031,-0.236434701806,0.133675347913
"chinese","chines",31,10000,0.0031,1.85038807517,0.204737072347
"slump","slump",31,10000,0.0031,-0.745630461783,0.233748267051
"nationalist","nationalist",30,10000,0.003,-0.295383500725,0.504828739069
"0.3","0.3",30,10000,0.003,,
"electoral","elector",30,10000,0.003,-0.386864188438,0.661635408076
"competence","compet",30,10000,0.003,-0.391530492895,-0.121094099554
"1.5","1.5",30,10000,0.003,,
"welfare","welfar",30,10000,0.003,-0.259091005082,0.475207449628
"divisions","divis",30,10000,0.003,-0.556980813312,-0.048825090398
"rating","rate",30,10000,0.003,-0.414355503875,-0.325523130939
"chambers","chamber",30,10000,0.003,-0.187691123392,-0.0420662355718
"martin","martin",30,10000,0.003,1.74123750248,-0.485806494511
"impacts","impact",29,10000,0.0029,-0.600004496737,-0.349771453387
"summit","summit",29,10000,0.0029,-0.490353309909,0.25688636209
"capitalism","capit",29,10000,0.0029,-0.212901961386,1.2577735161
"surrounding","surround",29,10000,0.0029,-0.516124909307,-0.868959730428
"improving","improv",29,10000,0.0029,-0.680251296357,-0.706253606996
"coalition","coalit",29,10000,0.0029,-0.724773255653,0.351939132675
"berlin","berlin",29,10000,0.0029,1.57714607688,0.137535274625
"shocks","shock",29,10000,0.0029,-0.544494614392,0.176169571191
"0.25","0.25",29,10000,0.0029,,
"washington","washington",28,10000,0.0028,2.12725175713,0.343612842964
"pwc","pwc",28,10000,0.0028,,
"upbeat","upbeat",28,10000,0.0028,-0.938559424601,-0.494945022597
"separates","separ",28,10000,0.0028,-0.136060189318,-0.881028790124
"richard","richard",28,10000,0.0028,2.3275163826,-0.0752626259255
"fox","fox",28,10000,0.0028,0.413473450182,-0.261046994576
"retain","retain",28,10000,0.0028,-0.552662909189,-0.924607241972
"comprehensive","comprehens",28,10000,0.0028,-0.503859611846,-0.435433978294
"values","valu",28,10000,0.0028,-0.546032948167,0.0670974090214
"asia","asia",28,10000,0.0028,1.80848228351,0.697039476378
"picking","pick",28,10000,0.0028,-0.309819233765,-0.664993807803
"james","jame",28,10000,0.0028,2.21779825099,-0.295668171895
"partners","partner",28,10000,0.0028,-0.590860493152,-0.449817634722
"robert","robert",28,10000,0.0028,2.36774079602,-0.331355297769
"mp","mp",28,10000,0.0028,1.66716019873,0.0170510512909
"paris","pari",28,10000,0.0028,1.85432020614,0.0266657305172
"ignore","ignor",28,10000,0.0028,-0.358550854699,-0.453100466149
"peter","peter",28,10000,0.0028,1.00880501204,-0.00543068956856
"reporting","report",28,10000,0.0028,-0.395363676933,-0.462937572424
"quit","quit",28,10000,0.0028,-0.24974846697,-0.61530489655
"acknowledged","acknowledg",28,10000,0.0028,-0.94395807196,-0.803314356514
"sluggish","sluggish",28,10000,0.0028,-0.821267973401,-0.0466694963893
"divergence","diverg",27,10000,0.0027,-0.502339064513,0.494113182877
"technological","technolog",27,10000,0.0027,-0.305781636798,0.171419265703
"eastern","eastern",27,10000,0.0027,-0.17334050902,-0.167765699217
"students","student",27,10000,0.0027,-0.584772282262,-0.0770862227385
"quo","quo",27,10000,0.0027,0.952248099999,0.000754345129031
"lawmakers","lawmak",27,10000,0.0027,-0.83686351406,0.326070698155
"boom","boom",27,10000,0.0027,-0.495399860553,0.463921459106
"socially","social",27,10000,0.0027,-0.328519064914,0.097268975729
"managing","manag",27,10000,0.0027,-0.636190408126,-0.659568021195
"optimistic","optimist",27,10000,0.0027,-0.989509451596,-0.554389219235
"victory","victori",27,10000,0.0027,-0.707486920651,-0.589825277601
"recognise","recognis",27,10000,0.0027,,
"offset","offset",27,10000,0.0027,-0.634872241843,-0.491464553249
"nobel","nobel",27,10000,0.0027,0.632306416006,0.094818781476
"outlined","outlin",27,10000,0.0027,-0.707750880568,-0.531982559723
"getty","getti",27,10000,0.0027,0.326586566752,-0.336834780765
"asian","asian",27,10000,0.0027,1.64951384283,0.118109653072
"prompted","prompt",27,10000,0.0027,-0.491530411052,-0.956424235772
"1.7","1.7",27,10000,0.0027,,
"transitional","transit",26,10000,0.0026,-0.562210627828,-0.235801240776
"week's","week",26,10000,0.0026,-0.611861870795,-0.666492952789
"michael","michael",26,10000,0.0026,2.44989965272,-0.20338807899
"peers","peer",26,10000,0.0026,-0.42662619085,-0.304011400351
"slower","slower",26,10000,0.0026,-0.569657535507,-0.19586062161
"shadow","shadow",26,10000,0.0026,-0.295112434148,-0.514515295219
"suggesting","suggest",26,10000,0.0026,-0.297522136004,-0.452648088627
"ordinary","ordinari",26,10000,0.0026,-0.182567559867,-0.181243886137
"photo","photo",26,10000,0.0026,-0.0154580767658,-0.684370074089
"volatility","volatil",26,10000,0.0026,-1.02847146645,0.927319657871
"africa","africa",26,10000,0.0026,2.0235995121,0.434003864262
"mortgage","mortgag",26,10000,0.0026,-0.349377489713,0.542175302346
"dublin","dublin",26,10000,0.0026,1.2432297417,-0.258661593133
"clarke","clark",25,10000,0.0025,1.25241917066,-0.261891012876
"simon","simon",25,10000,0.0025,2.11201919125,-0.0319008028726
"defence","defenc",25,10000,0.0025,,
"budgets","budget",25,10000,0.0025,-0.717714635833,0.508779025656
"goldman","goldman",25,10000,0.0025,0.867131162509,0.0661404277105
"framework","framework",25,10000,0.0025,-0.587794326679,0.105751384568
"insecurity","insecur",25,10000,0.0025,-0.589850240789,0.667715003536
"ben","ben",25,10000,0.0025,1.1718776547,-0.240028865031
"split","split",25,10000,0.0025,-0.395769386568,-0.663584527626
"labor","labor",25,10000,0.0025,-0.435953452803,0.344745505842
"0.7","0.7",25,10000,0.0025,,
"sachs","sach",25,10000,0.0025,0.291835983035,-0.453789983257
"liberalism","liber",25,10000,0.0025,-0.198788065446,0.865013066693
"vulnerable","vulner",25,10000,0.0025,-0.527949407675,-0.538836495806
"obr","obr",25,10000,0.0025,,
"feared","fear",25,10000,0.0025,-0.652386007205,-0.646944624154
"calling","call",25,10000,0.0025,-0.0704993977554,-0.644470675043
"confident","confid",25,10000,0.0025,-0.822296025264,-0.847899451684
"caution","caution",25,10000,0.0025,-0.667480575697,-0.180774026319
"highlights","highlight",25,10000,0.0025,-0.32721875432,-0.725675970111
"surge","surg",25,10000,0.0025,-0.654863033339,-0.301427194374
"disastrous","disastr",24,10000,0.0024,-0.380853751825,-0.253391853106
"barnier","barnier",24,10000,0.0024,,
"agriculture","agricultur",24,10000,0.0024,-0.497063873427,0.570716672268
"sir","sir",24,10000,0.0024,0.746292715751,-0.371091533447
"ambitious","ambiti",24,10000,0.0024,-0.563623311662,-0.353610007844
"stimulus","stimulus",24,10000,0.0024,-0.52108771207,1.06614522459
"environmental","environment",24,10000,0.0024,-0.555314102723,-0.091528993348
"upgraded","upgrad",24,10000,0.0024,-0.321754192165,-0.938657661111
"people's","peopl",24,10000,0.0024,0.115366065249,0.478235250266
"culturally","cultur",24,10000,0.0024,-0.377763423604,0.0384957645879
"recovering","recov",24,10000,0.0024,-0.564012386442,-0.674790492473
"threatens","threaten",24,10000,0.0024,-0.270698232411,-0.442585191262
"wef","wef",24,10000,0.0024,0.812275366908,0.478730948777
"short-term","short-term",24,10000,0.0024,-0.375011711567,0.0445968911015
"external","extern",24,10000,0.0024,-0.224045604283,0.0977969261584
"de","de",24,10000,0.0024,0.690137902072,-0.644837479078
"angela","angela",24,10000,0.0024,1.29333574529,-0.470793726801
"boris","bori",24,10000,0.0024,0.612961106186,-0.381357675835
"0.2","0.2",24,10000,0.0024,,
"regulatory","regulatori",24,10000,0.0024,-0.544609953898,0.285655625693
"shifts","shift",24,10000,0.0024,-0.622326568003,-0.431860888935
"securing","secur",24,10000,0.0024,-0.534797698004,-0.784770078471
"dup","dup",24,10000,0.0024,0.567852863523,-0.504618212264
"berenberg","berenberg",24,10000,0.0024,,
"lagging","lag",24,10000,0.0024,-0.671784467746,-0.138410357948
"families","famili",24,10000,0.0024,-0.611320372484,-0.059752577457
"instability","instabl",23,10000,0.0023,-0.7317757476,0.631046709796
"neoliberal","neoliber",23,10000,0.0023,-0.174324207294,1.4669357694
"1.6","1.6",23,10000,0.0023,,
"innovation","innov",23,10000,0.0023,-0.505790924546,0.185358037179
"alignment","align",23,10000,0.0023,-0.461242881487,-0.456315165811
"geopolitical","geopolit",23,10000,0.0023,-0.481282838983,0.997706782923
"foster","foster",23,10000,0.0023,-0.495359849604,-0.295746077975
"lee","lee",23,10000,0.0023,1.46362353875,-0.524550743022
