term,stem,count,sample_size,ratio
"asian","asian",15,2000,0.0075
"islamic","islam",15,2000,0.0075
"embrace","embrac",15,2000,0.0075
"threaten","threaten",15,2000,0.0075
"diversity","divers",14,2000,0.007
"poland","poland",14,2000,0.007
"backlash","backlash",14,2000,0.007
"allegedly","alleg",14,2000,0.007
"contribution","contribut",14,2000,0.007
"mexican","mexican",14,2000,0.007
"australia","australia",14,2000,0.007
"victory","victori",14,2000,0.007
"geert","geert",14,2000,0.007
"globalization","global",14,2000,0.007
"presidential","presidenti",14,2000,0.007
"university","univers",13,2000,0.0065
"mexico","mexico",13,2000,0.0065
"polish","polish",13,2000,0.0065
"economists","economist",13,2000,0.0065
"anti-eu","anti-eu",13,2000,0.0065
"non-eu","non-eu",13,2000,0.0065
"welcoming","welcom",13,2000,0.0065
"pledge","pledg",12,2000,0.006
"stinking","stink",12,2000,0.006
"spain","spain",12,2000,0.006
"stealing","steal",12,2000,0.006
"eurosceptic","euroscept",12,2000,0.006
"bundestag","bundestag",12,2000,0.006
"indian","indian",12,2000,0.006
"stance","stanc",11,2000,0.0055
"mosques","mosqu",11,2000,0.0055
"scapegoating","scapego",11,2000,0.0055
"focused","focus",11,2000,0.0055
"year's","year",11,2000,0.0055
"canada","canada",11,2000,0.0055
"resident","resid",11,2000,0.0055
"emigrant","emigr",11,2000,0.0055
"turkey","turkey",11,2000,0.0055
"tolerance","toler",11,2000,0.0055
"viscount","viscount",11,2000,0.0055
"refuse","refus",11,2000,0.0055
"xenophobic","xenophob",10,2000,0.005
"blaming","blame",10,2000,0.005
"post-brexit","post-brexit",10,2000,0.005
"jumper","jumper",10,2000,0.005
"targets","target",10,2000,0.005
"austerity","auster",10,2000,0.005
"jungles","jungl",10,2000,0.005
"corbyn","corbyn",10,2000,0.005
"scotland","scotland",10,2000,0.005
"photo","photo",10,2000,0.005
"reject","reject",10,2000,0.005
"seekers","seeker",10,2000,0.005
"detention","detent",10,2000,0.005
"hospitality","hospit",10,2000,0.005
"protests","protest",10,2000,0.005
"michael","michael",10,2000,0.005
"calling","call",10,2000,0.005
"christian","christian",10,2000,0.005
"arguing","argu",10,2000,0.005
"mps","mps",10,2000,0.005
"rhodri","rhodri",9,2000,0.0045
"commonwealth","commonwealth",9,2000,0.0045
"politician","politician",9,2000,0.0045
"bbc","bbc",9,2000,0.0045
"employers","employ",9,2000,0.0045
"italy","itali",9,2000,0.0045
"nigel","nigel",9,2000,0.0045
"lord","lord",9,2000,0.0045
"violence","violenc",9,2000,0.0045
"resentment","resent",9,2000,0.0045
"nurses","nurs",9,2000,0.0045
"italians","italian",9,2000,0.0045
"surge","surg",9,2000,0.0045
"climate","climat",9,2000,0.0045
"rutte","rutt",9,2000,0.0045
"radical","radic",9,2000,0.0045
"non-white","non-whit",9,2000,0.0045
"unskilled","unskil",9,2000,0.0045
"anti-islam","anti-islam",9,2000,0.0045
"terrorist","terrorist",9,2000,0.0045
"convicted","convict",9,2000,0.0045
"branded","brand",9,2000,0.0045
"sweden","sweden",9,2000,0.0045
"undermined","undermin",9,2000,0.0045
"pro-immigrant","pro-immigr",9,2000,0.0045
"xenophobia","xenophobia",9,2000,0.0045
"insisting","insist",9,2000,0.0045
"republicans","republican",9,2000,0.0045
"rallying","ralli",9,2000,0.0045
"multiculturalism","multicultur",9,2000,0.0045
"boost","boost",9,2000,0.0045
"solidarity","solidar",9,2000,0.0045
"ensure","ensur",9,2000,0.0045
"respondents","respond",9,2000,0.0045
"customs","custom",9,2000,0.0045
"turkish","turkish",9,2000,0.0045
"anti-european","anti-european",8,2000,0.004
"promoting","promot",8,2000,0.004
"working-class","working-class",8,2000,0.004
"fertile","fertil",8,2000,0.004
"anti","anti",8,2000,0.004
"predictor","predictor",8,2000,0.004
"researchers","research",8,2000,0.004
"imports","import",8,2000,0.004
"russia","russia",8,2000,0.004
"impose","impos",8,2000,0.004
"activist","activist",8,2000,0.004
"criminals","crimin",8,2000,0.004
"accuse","accus",8,2000,0.004
"restricting","restrict",8,2000,0.004
"exit","exit",8,2000,0.004
"quit","quit",8,2000,0.004
"arriving","arriv",8,2000,0.004
"referring","refer",8,2000,0.004
"scientific","scientif",8,2000,0.004
"opinion","opinion",8,2000,0.004
"toxic","toxic",8,2000,0.004
"arab","arab",8,2000,0.004
"turks","turk",8,2000,0.004
"spiked","spike",8,2000,0.004
"jewish","jewish",8,2000,0.004
"tweeting","tweet",8,2000,0.004
"journalist","journalist",8,2000,0.004
"agenda","agenda",8,2000,0.004
"bloc","bloc",8,2000,0.004
"pro-brexit","pro-brexit",7,2000,0.0035
"1960s","1960s",7,2000,0.0035
"hire","hire",7,2000,0.0035
"obama","obama",7,2000,0.0035
"guarantees","guarante",7,2000,0.0035
"implement","implement",7,2000,0.0035
"cabinet","cabinet",7,2000,0.0035
"government's","govern",7,2000,0.0035
"admitting","admit",7,2000,0.0035
"fuels","fuel",7,2000,0.0035
"alien","alien",7,2000,0.0035
"manchester","manchest",7,2000,0.0035
"coalition","coalit",7,2000,0.0035
"citizenship","citizenship",7,2000,0.0035
"syrian","syrian",7,2000,0.0035
"gina","gina",7,2000,0.0035
"hungary","hungari",7,2000,0.0035
"britons","briton",7,2000,0.0035
"paris","pari",7,2000,0.0035
"presidency","presid",7,2000,0.0035
"behave","behav",7,2000,0.0035
"backgrounds","background",7,2000,0.0035
"healthcare","healthcar",7,2000,0.0035
"college","colleg",7,2000,0.0035
"asia","asia",7,2000,0.0035
"first-generation","first-gener",7,2000,0.0035
"agreement","agreement",7,2000,0.0035
"posed","pose",7,2000,0.0035
"reuters","reuter",7,2000,0.0035
"centre","centr",7,2000,0.0035
"photograph","photograph",7,2000,0.0035
"progressive","progress",7,2000,0.0035
"gove","gove",7,2000,0.0035
"native-born","native-born",7,2000,0.0035
"uncertainty","uncertainti",7,2000,0.0035
"relies","reli",7,2000,0.0035
"warnings","warn",7,2000,0.0035
"low-skilled","low-skil",7,2000,0.0035
"sentiments","sentiment",7,2000,0.0035
"passports","passport",7,2000,0.0035
"jeremy","jeremi",7,2000,0.0035
"chancellor","chancellor",7,2000,0.0035
"dreamers","dreamer",7,2000,0.0035
"4th","4th",7,2000,0.0035
"threats","threat",7,2000,0.0035
"high-skilled","high-skil",7,2000,0.0035
"demonized","demon",6,2000,0.003
"poles","pole",6,2000,0.003
"party's","parti",6,2000,0.003
"linked","link",6,2000,0.003
"deputy","deputi",6,2000,0.003
"northern","northern",6,2000,0.003
"funny","funni",6,2000,0.003
"de","de",6,2000,0.003
"brits","brit",6,2000,0.003
"sube","sube",6,2000,0.003
"echo","echo",6,2000,0.003
"tourist","tourist",6,2000,0.003
"portrayed","portray",6,2000,0.003
"chip","chip",6,2000,0.003
"depriving","depriv",6,2000,0.003
"mp","mp",6,2000,0.003
"powell","powel",6,2000,0.003
"amnesty","amnesti",6,2000,0.003
"emmanuel","emmanuel",6,2000,0.003
"positioned","posit",6,2000,0.003
"dismissed","dismiss",6,2000,0.003
"repatriation","repatri",6,2000,0.003
"whites","white",6,2000,0.003
"ballot","ballot",6,2000,0.003
"vowed","vow",6,2000,0.003
"labour's","labour",6,2000,0.003
"china","china",6,2000,0.003
"commitment","commit",6,2000,0.003
"globalisation","globalis",6,2000,0.003
"demographic","demograph",6,2000,0.003
"countryside","countrysid",6,2000,0.003
"advocated","advoc",6,2000,0.003
"vulnerable","vulner",6,2000,0.003
"staying","stay",6,2000,0.003
"smith","smith",6,2000,0.003
"claiming","claim",6,2000,0.003
"denk","denk",6,2000,0.003
"criticise","criticis",6,2000,0.003
"failings","fail",6,2000,0.003
"manifesto","manifesto",6,2000,0.003
"africa","africa",6,2000,0.003
"exploiting","exploit",6,2000,0.003
"assault","assault",6,2000,0.003
"abbott","abbott",6,2000,0.003
"casting","cast",6,2000,0.003
"nativist","nativist",6,2000,0.003
"divisions","divis",6,2000,0.003
"asylum-seekers","asylum-seek",6,2000,0.003
"billionaire","billionair",6,2000,0.003
"negotiators","negoti",6,2000,0.003
"adopt","adopt",6,2000,0.003
"electoral","elector",6,2000,0.003
"abuse","abus",6,2000,0.003
"outsiders","outsid",6,2000,0.003
"document","document",6,2000,0.003
"emotional","emot",6,2000,0.003
"varadkar","varadkar",6,2000,0.003
"neighborhoods","neighborhood",6,2000,0.003
"second-generation","second-gener",6,2000,0.003
"catastrophic","catastroph",6,2000,0.003
"drastic","drastic",6,2000,0.003
"may's","may",6,2000,0.003
"latino","latino",6,2000,0.003
"destination","destin",6,2000,0.003
"studies","studi",6,2000,0.003
"exclude","exclud",6,2000,0.003
"bogus","bogus",6,2000,0.003
"non-european","non-european",6,2000,0.003
"fuelling","fuell",5,2000,0.0025
"travelers","travel",5,2000,0.0025
"victims","victim",5,2000,0.0025
"talks","talk",5,2000,0.0025
"fearful","fear",5,2000,0.0025
"getty","getti",5,2000,0.0025
"seemingly","seem",5,2000,0.0025
"assimilate","assimil",5,2000,0.0025
"workforce","workforc",5,2000,0.0025
"centrist","centrist",5,2000,0.0025
"reminder","remind",5,2000,0.0025
"securing","secur",5,2000,0.0025
"2,000","2,000",5,2000,0.0025
"popularity","popular",5,2000,0.0025
"parliamentary","parliamentari",5,2000,0.0025
"channel","channel",5,2000,0.0025
"explicitly","explicit",5,2000,0.0025
"pin","pin",5,2000,0.0025
"discrimination","discrimin",5,2000,0.0025
"capitalize","capit",5,2000,0.0025
"unauthorized","unauthor",5,2000,0.0025
"descendants","descend",5,2000,0.0025
"industries","industri",5,2000,0.0025
"jones","jone",5,2000,0.0025
"legally","legal",5,2000,0.0025
"struggles","struggl",5,2000,0.0025
"deliver","deliv",5,2000,0.0025
"pakistan","pakistan",5,2000,0.0025
"pro-european","pro-european",5,2000,0.0025
"deter","deter",5,2000,0.0025
"sustainable","sustain",5,2000,0.0025
"seats","seat",5,2000,0.0025
"adds","add",5,2000,0.0025
"wars","war",5,2000,0.0025
"knightsbridge","knightsbridg",5,2000,0.0025
"institute","institut",5,2000,0.0025
"accommodation","accommod",5,2000,0.0025
"moroccan","moroccan",5,2000,0.0025
"headlines","headlin",5,2000,0.0025
"unleashing","unleash",5,2000,0.0025
"agriculture","agricultur",5,2000,0.0025
"scapegoat","scapegoat",5,2000,0.0025
"sport","sport",5,2000,0.0025
"significantly","signific",5,2000,0.0025
"philip","philip",5,2000,0.0025
"scots","scot",5,2000,0.0025
"hard-liners","hard-lin",5,2000,0.0025
"indefinite","indefinit",5,2000,0.0025
"steve","steve",5,2000,0.0025
"mainstream","mainstream",5,2000,0.0025
"petition","petit",5,2000,0.0025
"child","child",5,2000,0.0025
"anti-establishment","anti-establish",5,2000,0.0025
"league","leagu",5,2000,0.0025
"bureaucracy","bureaucraci",5,2000,0.0025
"internationally","intern",5,2000,0.0025
"acknowledge","acknowledg",5,2000,0.0025
"mayor","mayor",5,2000,0.0025
"murders","murder",5,2000,0.0025
"potentially","potenti",5,2000,0.0025
"ordinary","ordinari",5,2000,0.0025
"sturgeon","sturgeon",5,2000,0.0025
"labor","labor",5,2000,0.0025
"romanian","romanian",5,2000,0.0025
"shortages","shortag",5,2000,0.0025
"spreading","spread",5,2000,0.0025
"aims","aim",5,2000,0.0025
"tower","tower",5,2000,0.0025
"understands","understand",5,2000,0.0025
"calais","calai",5,2000,0.0025
"anti-euro","anti-euro",5,2000,0.0025
"leavers","leaver",5,2000,0.0025
"menacing","menac",5,2000,0.0025
"descent","descent",5,2000,0.0025
"consult","consult",5,2000,0.0025
"angela","angela",5,2000,0.0025
"recognise","recognis",5,2000,0.0025
"hideous","hideous",5,2000,0.0025
"frustration","frustrat",5,2000,0.0025
"ignoring","ignor",5,2000,0.0025
"impacts","impact",5,2000,0.0025
"czech","czech",5,2000,0.0025
"neighbour","neighbour",5,2000,0.0025
"swamped","swamp",5,2000,0.0025
"city's","citi",5,2000,0.0025
"syria","syria",5,2000,0.0025
"suggesting","suggest",5,2000,0.0025
"nasty","nasti",5,2000,0.0025
"john","john",5,2000,0.0025
"predominantly","predomin",5,2000,0.0025
"denying","deni",5,2000,0.0025
"jews","jew",5,2000,0.0025
"protectionist","protectionist",5,2000,0.0025
"challenges","challeng",5,2000,0.0025
"arnold","arnold",5,2000,0.0025
"cultures","cultur",5,2000,0.0025
"corporations","corpor",5,2000,0.0025
"india","india",5,2000,0.0025
"euroskeptic","euroskept",5,2000,0.0025
"commission","commiss",5,2000,0.0025
"productivity","product",5,2000,0.0025
"fair's","fair",5,2000,0.0025
"flooding","flood",5,2000,0.0025
"ideology","ideolog",4,2000,0.002
"resonates","reson",4,2000,0.002
"kicks","kick",4,2000,0.002
"protecting","protect",4,2000,0.002
"california","california",4,2000,0.002
"soared","soar",4,2000,0.002
"generational","generat",4,2000,0.002
"forgotten","forgotten",4,2000,0.002
"privileges","privileg",4,2000,0.002
"identifying","identifi",4,2000,0.002
"viktor","viktor",4,2000,0.002
"whipping","whip",4,2000,0.002
"nato","nato",4,2000,0.002
"confirm","confirm",4,2000,0.002
"counts","count",4,2000,0.002
"cancels","cancel",4,2000,0.002
"aftermath","aftermath",4,2000,0.002
"shocked","shock",4,2000,0.002
"risen","risen",4,2000,0.002
"anglia","anglia",4,2000,0.002
"ageing","age",4,2000,0.002
"journal","journal",4,2000,0.002
"1950s","1950s",4,2000,0.002
"clashed","clash",4,2000,0.002
"vans","van",4,2000,0.002
"administration's","administr",4,2000,0.002
"fundamentalism","fundament",4,2000,0.002
"propelled","propel",4,2000,0.002
"professor","professor",4,2000,0.002
"themes","theme",4,2000,0.002
"tony","toni",4,2000,0.002
"westminster","westminst",4,2000,0.002
"discover","discov",4,2000,0.002
"tan","tan",4,2000,0.002
"feeds","feed",4,2000,0.002
"50s","50s",4,2000,0.002
"options","option",4,2000,0.002
"quran","quran",4,2000,0.002
"pakistani","pakistani",4,2000,0.002
"repeatedly","repeat",4,2000,0.002
"cheered","cheer",4,2000,0.002
"teenagers","teenag",4,2000,0.002
"creed","creed",4,2000,0.002
