term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"consult","consult",21,10000,0.0021,-0.522391525466,-0.71819278963
"paris","pari",20,10000,0.002,1.93023596971,-0.144973973883
"unclear","unclear",20,10000,0.002,-0.818189604575,-0.57804808947
"gove","gove",20,10000,0.002,0.340085372654,-0.0672819108322
"ignoring","ignor",20,10000,0.002,-0.452243843639,-0.378355571266
"berlin","berlin",20,10000,0.002,1.61029066005,0.0294397533873
"fuelled","fuell",20,10000,0.002,,
"announce","announc",20,10000,0.002,-0.439803640368,-0.97647054643
"constituency","constitu",20,10000,0.002,-0.368565497867,0.824418972068
"varadkar","varadkar",20,10000,0.002,,
"ruth","ruth",20,10000,0.002,1.02135395993,-0.196674490048
"renewed","renew",20,10000,0.002,-0.726849284205,-0.5456710197
"acknowledged","acknowledg",20,10000,0.002,-1.03759375014,-0.80541994236
"stephen","stephen",20,10000,0.002,2.0683725686,-0.258200819887
"alarming","alarm",20,10000,0.002,-0.588507254336,-0.207513433202
"ons","on",20,10000,0.002,0.580461517723,-0.414151816235
"severely","sever",20,10000,0.002,-0.481758913875,-0.40146604334
"sweden","sweden",20,10000,0.002,1.9074821657,0.248779298
"brits","brit",20,10000,0.002,1.37665415872,0.328296730678
"george","georg",20,10000,0.002,2.17574937705,-0.446022358544
"premier","premier",20,10000,0.002,-0.326378511277,-0.50316594189
"scrap","scrap",20,10000,0.002,-0.348941069617,-0.443189539686
"christian","christian",20,10000,0.002,1.42663535916,0.67071479867
"ongoing","ongo",19,10000,0.0019,-0.518580310544,-0.510109020161
"fake","fake",19,10000,0.0019,-0.0388180750013,-0.212405020212
"keir","keir",19,10000,0.0019,,
"austerity","auster",19,10000,0.0019,-0.329261562586,0.972966254116
"russian","russian",19,10000,0.0019,2.17404521033,-0.115827675608
"arguments","argument",19,10000,0.0019,-0.498314655919,0.0570310085117
"hinted","hint",19,10000,0.0019,-0.743543338827,-0.892251243194
"limiting","limit",19,10000,0.0019,-0.568772647483,-0.821516617456
"jungles","jungl",19,10000,0.0019,-0.194687282009,0.276956679726
"controversial","controversi",19,10000,0.0019,-0.555273710669,-0.284288618221
"detained","detain",19,10000,0.0019,-0.59521171135,0.32889923518
"xenophobic","xenophob",19,10000,0.0019,-0.294889611568,1.26305325208
"steve","steve",19,10000,0.0019,2.32890588358,-0.32376976963
"clashed","clash",19,10000,0.0019,-0.780658069246,-0.811609222745
"child","child",19,10000,0.0019,-0.3347114162,0.257239205671
"remainers","remain",19,10000,0.0019,,
"poorer","poorer",19,10000,0.0019,-0.399507106505,0.163077392896
"outsiders","outsid",19,10000,0.0019,-0.38196835509,0.170563304013
"risks","risk",19,10000,0.0019,-0.506510072772,-0.342886398708
"world's","world",19,10000,0.0019,0.0337893819527,-0.148807031679
"organisation","organis",19,10000,0.0019,,
"tensions","tension",18,10000,0.0018,-0.953009044106,0.437875424991
"robert","robert",18,10000,0.0018,2.29731998035,-0.485923775995
"sentiments","sentiment",18,10000,0.0018,-0.522779990266,0.241938833345
"tim","tim",18,10000,0.0018,1.87545733533,-0.377576188865
"prompted","prompt",18,10000,0.0018,-0.618438684874,-0.881639123013
"legally","legal",18,10000,0.0018,-0.299077797712,0.102570730827
"violence","violenc",18,10000,0.0018,-0.64863216596,0.757677222026
"italian","italian",18,10000,0.0018,2.0022874562,-0.13140478742
"cohesion","cohes",18,10000,0.0018,-0.317549896435,0.331062949841
"senate","senat",18,10000,0.0018,-0.102239417284,0.644907563744
"starmer","starmer",18,10000,0.0018,,
"pensions","pension",18,10000,0.0018,-0.492905572996,0.742734763185
"debates","debat",18,10000,0.0018,-0.506089232788,0.411615500403
"accusations","accus",18,10000,0.0018,-0.732298623442,-0.0682507185705
"charity","chariti",18,10000,0.0018,-0.284904953289,-0.171277602498
"working-class","working-class",18,10000,0.0018,-0.0565730796874,0.20566295763
"westminster","westminst",18,10000,0.0018,0.770926742288,0.0103588193578
"opponent","oppon",18,10000,0.0018,-0.550958074492,0.0529177762099
"gina","gina",18,10000,0.0018,1.37547626395,-0.207532517579
"tech","tech",18,10000,0.0018,-0.0286424233984,-0.261803547002
"exclude","exclud",18,10000,0.0018,-0.564133035606,-0.361381862492
"weaken","weaken",18,10000,0.0018,-0.632408407193,-0.31522450332
"cable","cabl",18,10000,0.0018,-0.302071571184,-0.187572833722
"founder","founder",18,10000,0.0018,-0.551146037463,-0.584051451974
"draconian","draconian",18,10000,0.0018,-0.531610342165,0.307648687219
"confident","confid",18,10000,0.0018,-0.751115522456,-0.702808308318
"quotas","quota",18,10000,0.0018,-0.382302861043,0.530213510937
