term,stem,count,sample_size,ratio
"mandate","mandat",4,2000,0.002
"islington","islington",4,2000,0.002
"dismissed","dismiss",4,2000,0.002
"tusk","tusk",4,2000,0.002
"dublin","dublin",4,2000,0.002
"billions","billion",4,2000,0.002
"transport","transport",4,2000,0.002
"integrated","integr",4,2000,0.002
"smith","smith",4,2000,0.002
"nuclear","nuclear",4,2000,0.002
"ceo","ceo",4,2000,0.002
"accusations","accus",4,2000,0.002
"andrew","andrew",4,2000,0.002
"islamic","islam",4,2000,0.002
"itv","itv",4,2000,0.002
"hague","hagu",4,2000,0.002
"repeatedly","repeat",4,2000,0.002
"tune","tune",4,2000,0.002
"headline","headlin",4,2000,0.002
"programme","programm",4,2000,0.002
"ukip","ukip",4,2000,0.002
"quo","quo",3,2000,0.0015
"royal","royal",3,2000,0.0015
"flagging","flag",3,2000,0.0015
"initially","initi",3,2000,0.0015
"weapon","weapon",3,2000,0.0015
"rigged","rig",3,2000,0.0015
"khan","khan",3,2000,0.0015
"officially","offici",3,2000,0.0015
"chilling","chill",3,2000,0.0015
"ford","ford",3,2000,0.0015
"ema","ema",3,2000,0.0015
"declaring","declar",3,2000,0.0015
"hollande","holland",3,2000,0.0015
"acknowledge","acknowledg",3,2000,0.0015
"limbo","limbo",3,2000,0.0015
"executives","execut",3,2000,0.0015
"activist","activist",3,2000,0.0015
"tricky","tricki",3,2000,0.0015
"react","react",3,2000,0.0015
"wins","win",3,2000,0.0015
"rome","rome",3,2000,0.0015
"proceedings","proceed",3,2000,0.0015
"commonwealth","commonwealth",3,2000,0.0015
"craig","craig",3,2000,0.0015
"florence","florenc",3,2000,0.0015
"cox","cox",3,2000,0.0015
"mentioning","mention",3,2000,0.0015
"peugeot","peugeot",3,2000,0.0015
"podcast","podcast",3,2000,0.0015
"austrian","austrian",3,2000,0.0015
"disruption","disrupt",3,2000,0.0015
"walks","walk",3,2000,0.0015
"convention","convent",3,2000,0.0015
"accountability","account",3,2000,0.0015
"park","park",3,2000,0.0015
"transactions","transact",3,2000,0.0015
"boe","boe",3,2000,0.0015
"surprisingly","surpris",3,2000,0.0015
"veto","veto",3,2000,0.0015
"bury","buri",3,2000,0.0015
"wed","wed",3,2000,0.0015
"leaked","leak",3,2000,0.0015
"disputed","disput",3,2000,0.0015
"threats","threat",3,2000,0.0015
"prompted","prompt",3,2000,0.0015
"cheaper","cheaper",3,2000,0.0015
"emily","emili",3,2000,0.0015
"trillion","trillion",3,2000,0.0015
"copyright","copyright",3,2000,0.0015
"anti-brexit","anti-brexit",3,2000,0.0015
"christian","christian",3,2000,0.0015
"victims","victim",3,2000,0.0015
"bankers","banker",3,2000,0.0015
"comme","comm",3,2000,0.0015
"restricted","restrict",3,2000,0.0015
"mocked","mock",3,2000,0.0015
"spain","spain",3,2000,0.0015
"insurers","insur",3,2000,0.0015
"peter","peter",3,2000,0.0015
"clue","clue",3,2000,0.0015
"deutsche","deutsch",3,2000,0.0015
"dialogos","dialogo",3,2000,0.0015
"sacked","sack",3,2000,0.0015
"environmental","environment",3,2000,0.0015
"clearer","clearer",3,2000,0.0015
"bosses","boss",3,2000,0.0015
"nationalists","nationalist",3,2000,0.0015
"upgrade","upgrad",3,2000,0.0015
"borrowing","borrow",3,2000,0.0015
"christopher","christoph",3,2000,0.0015
"misleading","mislead",3,2000,0.0015
"framework","framework",3,2000,0.0015
"prosperous","prosper",3,2000,0.0015
"carney","carney",3,2000,0.0015
"draws","draw",3,2000,0.0015
"lender","lender",3,2000,0.0015
"outlet","outlet",3,2000,0.0015
"announces","announc",3,2000,0.0015
"jacob","jacob",3,2000,0.0015
"repeal","repeal",3,2000,0.0015
"gaps","gap",3,2000,0.0015
"healthcare","healthcar",3,2000,0.0015
"dan","dan",3,2000,0.0015
"upset","upset",3,2000,0.0015
"unveiling","unveil",3,2000,0.0015
"bloody","bloodi",3,2000,0.0015
"lining","line",3,2000,0.0015
"regret","regret",3,2000,0.0015
"tens","ten",3,2000,0.0015
"madrid","madrid",3,2000,0.0015
"jo","jo",3,2000,0.0015
"priorities","prioriti",3,2000,0.0015
"thornberry","thornberri",3,2000,0.0015
"youthful","youth",3,2000,0.0015
"migrants","migrant",3,2000,0.0015
"fundamental","fundament",3,2000,0.0015
"frankly","frank",3,2000,0.0015
"revenue","revenu",3,2000,0.0015
"denouncing","denounc",3,2000,0.0015
"deputy","deputi",3,2000,0.0015
"stocks","stock",3,2000,0.0015
"reluctant","reluct",3,2000,0.0015
"owns","own",3,2000,0.0015
"remainers","remain",3,2000,0.0015
"passport","passport",3,2000,0.0015
"assurance","assur",3,2000,0.0015
"fisher","fisher",3,2000,0.0015
"disappointment","disappoint",3,2000,0.0015
"leverage","leverag",3,2000,0.0015
"elite","elit",3,2000,0.0015
"recover","recov",3,2000,0.0015
"arose","aros",3,2000,0.0015
"army","armi",3,2000,0.0015
"ongoing","ongo",3,2000,0.0015
"starmer","starmer",3,2000,0.0015
"margins","margin",3,2000,0.0015
"wilders's","wilder",3,2000,0.0015
"belfast","belfast",3,2000,0.0015
"agriculture","agricultur",3,2000,0.0015
"clinton's","clinton",3,2000,0.0015
"focused","focus",3,2000,0.0015
"slowing","slow",3,2000,0.0015
"lewis","lewi",3,2000,0.0015
"grabs","grab",3,2000,0.0015
"ben","ben",3,2000,0.0015
"michel","michel",3,2000,0.0015
"discrimination","discrimin",3,2000,0.0015
"churchill","churchil",3,2000,0.0015
"buzzfeed","buzzfe",3,2000,0.0015
"expecting","expect",3,2000,0.0015
"median","median",3,2000,0.0015
"refusing","refus",3,2000,0.0015
"cautious","cautious",3,2000,0.0015
"clever","clever",3,2000,0.0015
"advisers","advis",3,2000,0.0015
"strength","strength",3,2000,0.0015
"telegraph","telegraph",3,2000,0.0015
"seeks","seek",3,2000,0.0015
"21st","21st",3,2000,0.0015
"consensus","consensus",3,2000,0.0015
"morgan","morgan",3,2000,0.0015
"futures","futur",3,2000,0.0015
"argues","argu",3,2000,0.0015
"participant","particip",3,2000,0.0015
"listing","list",3,2000,0.0015
"vulnerable","vulner",3,2000,0.0015
"ap","ap",3,2000,0.0015
"founder","founder",3,2000,0.0015
"gordon","gordon",3,2000,0.0015
"baking","bake",3,2000,0.0015
"regulatory","regulatori",3,2000,0.0015
"stadium","stadium",3,2000,0.0015
"â","â",3,2000,0.0015
"christine","christin",3,2000,0.0015
"intelligence","intellig",3,2000,0.0015
