term,stem,count,sample_size,ratio
"recession","recess",22,2000,0.011
"consumers","consum",22,2000,0.011
"boe","boe",21,2000,0.0105
"scottish","scottish",21,2000,0.0105
"polls","poll",21,2000,0.0105
"independent","independ",21,2000,0.0105
"nations","nation",21,2000,0.0105
"exit","exit",21,2000,0.0105
"nhs","nhs",21,2000,0.0105
"resilient","resili",20,2000,0.01
"unemployment","unemploy",20,2000,0.01
"risks","risk",20,2000,0.01
"carney","carney",20,2000,0.01
"david","david",20,2000,0.01
"industries","industri",20,2000,0.01
"negotiating","negoti",20,2000,0.01
"deficit","deficit",20,2000,0.01
"scenario","scenario",20,2000,0.01
"currency","currenc",20,2000,0.01
"talks","talk",19,2000,0.0095
"employers","employ",19,2000,0.0095
"agreement","agreement",19,2000,0.0095
"scotland","scotland",19,2000,0.0095
"post-brexit","post-brexit",19,2000,0.0095
"migration","migrat",19,2000,0.0095
"productivity","product",19,2000,0.0095
"france","franc",19,2000,0.0095
"wider","wider",18,2000,0.009
"sustainable","sustain",18,2000,0.009
"challenges","challeng",18,2000,0.009
"education","educ",18,2000,0.009
"infrastructure","infrastructur",18,2000,0.009
"dialogosmedia@gmail.com","dialogosmedia@gmail.com",18,2000,0.009
"treasury","treasuri",18,2000,0.009
"fastest","fastest",17,2000,0.0085
"university","univers",17,2000,0.0085
"trillion","trillion",17,2000,0.0085
"wusb","wusb",17,2000,0.0085
"bloc's","bloc",17,2000,0.0085
"ensure","ensur",17,2000,0.0085
"banking","bank",17,2000,0.0085
"digital","digit",16,2000,0.008
"contribution","contribut",16,2000,0.008
"hurt","hurt",16,2000,0.008
"irish","irish",16,2000,0.008
"corporate","corpor",16,2000,0.008
"american","american",16,2000,0.008
"fundamentals","fundament",16,2000,0.008
"democratic","democrat",16,2000,0.008
"parliament","parliament",15,2000,0.0075
"commission","commiss",15,2000,0.0075
"warnings","warn",15,2000,0.0075
"migrants","migrant",15,2000,0.0075
"kvrx","kvrx",15,2000,0.0075
"protecting","protect",15,2000,0.0075
"gig","gig",15,2000,0.0075
"institute","institut",15,2000,0.0075
"hellas","hella",15,2000,0.0075
"deals","deal",15,2000,0.0075
"weaker","weaker",15,2000,0.0075
"brussels","brussel",15,2000,0.0075
"hike","hike",15,2000,0.0075
"slump","slump",15,2000,0.0075
"thu","thu",15,2000,0.0075
"jeremy","jeremi",14,2000,0.007
"recovering","recov",14,2000,0.007
"year's","year",14,2000,0.007
"slowdown","slowdown",14,2000,0.007
"leader","leader",14,2000,0.007
"strengthening","strengthen",14,2000,0.007
"italy","itali",14,2000,0.007
"sterling","sterl",14,2000,0.007
"commentary","commentari",14,2000,0.007
"stability","stabil",14,2000,0.007
"davis","davi",13,2000,0.0065
"generating","generat",13,2000,0.0065
"labour's","labour",13,2000,0.0065
"syriza","syriza",13,2000,0.0065
"philip","philip",13,2000,0.0065
"expand","expand",13,2000,0.0065
"borrowing","borrow",13,2000,0.0065
"0.4","0.4",13,2000,0.0065
"ecb","ecb",12,2000,0.006
"tariffs","tariff",12,2000,0.006
"ckdu","ckdu",12,2000,0.006
"emmanuel","emmanuel",12,2000,0.006
"aired","air",12,2000,0.006
"robust","robust",12,2000,0.006
"en","en",12,2000,0.006
"northern","northern",12,2000,0.006
"performing","perform",12,2000,0.006
"japan","japan",12,2000,0.006
"donald","donald",12,2000,0.006
"1.8","1.8",12,2000,0.006
"importantly","import",12,2000,0.006
"john","john",11,2000,0.0055
"mps","mps",11,2000,0.0055
"regulation","regul",11,2000,0.0055
"zone","zone",11,2000,0.0055
"households","household",11,2000,0.0055
"broader","broader",11,2000,0.0055
"media","media",11,2000,0.0055
"weigh","weigh",11,2000,0.0055
"prosperity","prosper",11,2000,0.0055
"centre","centr",11,2000,0.0055
"stocks","stock",11,2000,0.0055
"emerging","emerg",11,2000,0.0055
"le","le",11,2000,0.0055
"customs","custom",11,2000,0.0055
"squeeze","squeez",10,2000,0.005
"may's","may",10,2000,0.005
"commitment","commit",10,2000,0.005
"finances","financ",10,2000,0.005
"weaken","weaken",10,2000,0.005
"grexit","grexit",10,2000,0.005
"sluggish","sluggish",10,2000,0.005
"confident","confid",10,2000,0.005
"thrive","thrive",10,2000,0.005
"organisation","organis",10,2000,0.005
"1.5","1.5",10,2000,0.005
"leaked","leak",10,2000,0.005
"lowest","lowest",10,2000,0.005
"gr","gr",9,2000,0.0045
"arguing","argu",9,2000,0.0045
"focused","focus",9,2000,0.0045
"fare","fare",9,2000,0.0045
"highlights","highlight",9,2000,0.0045
"policymakers","policymak",9,2000,0.0045
"retail","retail",9,2000,0.0045
"supporters","support",9,2000,0.0045
"johnson","johnson",9,2000,0.0045
"wcrx","wcrx",9,2000,0.0045
"commons","common",9,2000,0.0045
"analysts","analyst",9,2000,0.0045
"mpc","mpc",9,2000,0.0045
"india","india",9,2000,0.0045
"lagging","lag",9,2000,0.0045
"potentially","potenti",9,2000,0.0045
"g7","g7",9,2000,0.0045
"ratings","rate",9,2000,0.0045
"1970s","1970s",9,2000,0.0045
"shortage","shortag",9,2000,0.0045
"reforms","reform",9,2000,0.0045
"upgrades","upgrad",8,2000,0.004
"adjust","adjust",8,2000,0.004
"tsipras","tsipra",8,2000,0.004
"michael","michael",8,2000,0.004
"hints","hint",8,2000,0.004
"blair's","blair",8,2000,0.004
"linked","link",8,2000,0.004
"drag","drag",8,2000,0.004
"reporting","report",8,2000,0.004
"rely","reli",8,2000,0.004
"oecd","oecd",8,2000,0.004
"collapse","collaps",8,2000,0.004
"funding","fund",8,2000,0.004
"0.3","0.3",8,2000,0.004
"stimulus","stimulus",8,2000,0.004
"crashed","crash",8,2000,0.004
"globalised","globalis",8,2000,0.004
"pledged","pledg",8,2000,0.004
"surveys","survey",8,2000,0.004
"0.2","0.2",8,2000,0.004
"triggered","trigger",8,2000,0.004
"socialist","socialist",8,2000,0.004
"react","react",8,2000,0.004
"government's","govern",8,2000,0.004
"priority","prioriti",8,2000,0.004
"asset","asset",8,2000,0.004
"bn","bn",8,2000,0.004
"optimism","optim",8,2000,0.004
"option","option",8,2000,0.004
"osborne","osborn",8,2000,0.004
"quarterly","quarter",8,2000,0.004
"significantly","signific",8,2000,0.004
"spain's","spain",8,2000,0.004
"troika","troika",8,2000,0.004
"indicators","indic",8,2000,0.004
"consumption","consumpt",8,2000,0.004
"radio's","radio",8,2000,0.004
"turkey","turkey",8,2000,0.004
"accelerating","acceler",8,2000,0.004
"revised","revis",7,2000,0.0035
"programmes","programm",7,2000,0.0035
"pensions","pension",7,2000,0.0035
"getty","getti",7,2000,0.0035
"centrist","centrist",7,2000,0.0035
"presidential","presidenti",7,2000,0.0035
"ties","tie",7,2000,0.0035
"english","english",7,2000,0.0035
"surge","surg",7,2000,0.0035
"0.5","0.5",7,2000,0.0035
"bbc","bbc",7,2000,0.0035
"pa","pa",7,2000,0.0035
"improving","improv",7,2000,0.0035
"1.7","1.7",7,2000,0.0035
"upbeat","upbeat",7,2000,0.0035
"coalition","coalit",7,2000,0.0035
"failing","fail",7,2000,0.0035
"tech","tech",7,2000,0.0035
"favour","favour",7,2000,0.0035
"asian","asian",7,2000,0.0035
"suggesting","suggest",7,2000,0.0035
"populations","popul",7,2000,0.0035
"solutions","solut",7,2000,0.0035
"cyprus","cyprus",7,2000,0.0035
"poses","pose",7,2000,0.0035
"restore","restor",7,2000,0.0035
"fastest-growing","fastest-grow",7,2000,0.0035
"shrink","shrink",7,2000,0.0035
"partners","partner",7,2000,0.0035
"cooperation","cooper",7,2000,0.0035
"freedom","freedom",7,2000,0.0035
"mcdonnell","mcdonnel",7,2000,0.0035
"cbi","cbi",7,2000,0.0035
"inequality","inequ",7,2000,0.0035
"britons","briton",7,2000,0.0035
"signaled","signal",6,2000,0.003
"values","valu",6,2000,0.003
"offset","offset",6,2000,0.003
"enhanced","enhanc",6,2000,0.003
"borders","border",6,2000,0.003
"japanese","japanes",6,2000,0.003
"martin","martin",6,2000,0.003
"contributor","contributor",6,2000,0.003
"prioritise","prioritis",6,2000,0.003
"booming","boom",6,2000,0.003
"document","document",6,2000,0.003
"devastating","devast",6,2000,0.003
"bloomberg","bloomberg",6,2000,0.003
"pessimistic","pessimist",6,2000,0.003
"taxation","taxat",6,2000,0.003
"vulnerable","vulner",6,2000,0.003
"disruption","disrupt",6,2000,0.003
"impacts","impact",6,2000,0.003
"agriculture","agricultur",6,2000,0.003
"professor","professor",6,2000,0.003
"photo","photo",6,2000,0.003
"bankers","banker",6,2000,0.003
"shifted","shift",6,2000,0.003
"no-deal","no-deal",6,2000,0.003
"people's","peopl",6,2000,0.003
"tourism","tourism",6,2000,0.003
"refugee","refuge",6,2000,0.003
"students","student",6,2000,0.003
"dip","dip",6,2000,0.003
"canada","canada",6,2000,0.003
"workforce","workforc",6,2000,0.003
"cabinet","cabinet",6,2000,0.003
"burdens","burden",6,2000,0.003
"launches","launch",6,2000,0.003
"wealth","wealth",6,2000,0.003
"flexibility","flexibl",6,2000,0.003
"george","georg",6,2000,0.003
"1.4","1.4",6,2000,0.003
"reversing","revers",6,2000,0.003
"rolling","roll",6,2000,0.003
"dimitris","dimitri",6,2000,0.003
"optimistic","optimist",6,2000,0.003
"transitional","transit",6,2000,0.003
"innovation","innov",6,2000,0.003
"pen","pen",6,2000,0.003
"discussing","discuss",6,2000,0.003
"wto","wto",6,2000,0.003
"lord","lord",6,2000,0.003
"false","fals",6,2000,0.003
"reserves","reserv",6,2000,0.003
"tank","tank",6,2000,0.003
"startups","startup",6,2000,0.003
"dynamism","dynam",6,2000,0.003
"cliff","cliff",6,2000,0.003
"realised","realis",6,2000,0.003
"undermining","undermin",6,2000,0.003
"announce","announc",5,2000,0.0025
"shocks","shock",5,2000,0.0025
"agenda","agenda",5,2000,0.0025
"recognise","recognis",5,2000,0.0025
"produces","produc",5,2000,0.0025
"pursuing","pursu",5,2000,0.0025
"1.6","1.6",5,2000,0.0025
"nick","nick",5,2000,0.0025
"rein","rein",5,2000,0.0025
"pmi","pmi",5,2000,0.0025
"0.6","0.6",5,2000,0.0025
"expecting","expect",5,2000,0.0025
"severely","sever",5,2000,0.0025
"mayor","mayor",5,2000,0.0025
"2.5","2.5",5,2000,0.0025
"initially","initi",5,2000,0.0025
"feared","fear",5,2000,0.0025
"pwc","pwc",5,2000,0.0025
"tackle","tackl",5,2000,0.0025
"surprisingly","surpris",5,2000,0.0025
"ongoing","ongo",5,2000,0.0025
"barriers","barrier",5,2000,0.0025
"purchases","purchas",5,2000,0.0025
"transform","transform",5,2000,0.0025
"reinforced","reinforc",5,2000,0.0025
"lows","low",5,2000,0.0025
"adviser","advis",5,2000,0.0025
"prompted","prompt",5,2000,0.0025
"opponent","oppon",5,2000,0.0025
"frustration","frustrat",5,2000,0.0025
"1.9","1.9",5,2000,0.0025
"avoiding","avoid",5,2000,0.0025
"longer-term","longer-term",5,2000,0.0025
"adopt","adopt",5,2000,0.0025
"integrated","integr",5,2000,0.0025
"studies","studi",5,2000,0.0025
"marginally","margin",5,2000,0.0025
"cameron","cameron",5,2000,0.0025
"electoral","elector",5,2000,0.0025
"hostile","hostil",5,2000,0.0025
"party's","parti",5,2000,0.0025
"defied","defi",5,2000,0.0025
"foundation","foundat",5,2000,0.0025
"ihs","ih",5,2000,0.0025
"ubs","ub",5,2000,0.0025
"flag","flag",5,2000,0.0025
"compensate","compens",5,2000,0.0025
"underpins","underpin",5,2000,0.0025
"obr","obr",5,2000,0.0025
"gap","gap",5,2000,0.0025
"ftse","ftse",5,2000,0.0025
"acknowledges","acknowledg",5,2000,0.0025
"dire","dire",5,2000,0.0025
"rebalancing","rebalanc",5,2000,0.0025
"reliant","reliant",5,2000,0.0025
"prepares","prepar",5,2000,0.0025
"ministry","ministri",5,2000,0.0025
"snp","snp",5,2000,0.0025
"fox","fox",5,2000,0.0025
"staying","stay",5,2000,0.0025
"slack","slack",5,2000,0.0025
"territory","territori",5,2000,0.0025
"lloyds","lloyd",5,2000,0.0025
"berlin","berlin",5,2000,0.0025
"hitting","hit",5,2000,0.0025
"peers","peer",5,2000,0.0025
"models","model",5,2000,0.0025
"transport","transport",5,2000,0.0025
"accounting","account",5,2000,0.0025
"activist","activist",5,2000,0.0025
"dampen","dampen",5,2000,0.0025
"opinion","opinion",5,2000,0.0025
"confounding","confound",5,2000,0.0025
"parliamentary","parliamentari",5,2000,0.0025
"renewed","renew",5,2000,0.0025
"america","america",5,2000,0.0025
"defence","defenc",5,2000,0.0025
"corruption","corrupt",5,2000,0.0025
"0.7","0.7",5,2000,0.0025
"radical","radic",5,2000,0.0025
"ballot","ballot",5,2000,0.0025
"mid","mid",5,2000,0.0025
"dup","dup",5,2000,0.0025
"overhaul","overhaul",5,2000,0.0025
"remainers","remain",5,2000,0.0025
"departure","departur",4,2000,0.002
"fragility","fragil",4,2000,0.002
"projections","project",4,2000,0.002
"adds","add",4,2000,0.002
"cautious","cautious",4,2000,0.002
"ounce","ounc",4,2000,0.002
"4.3","4.3",4,2000,0.002
"today's","today",4,2000,0.002
"cypriot","cypriot",4,2000,0.002
"boon","boon",4,2000,0.002
"twitter","twitter",4,2000,0.002
"nationalised","nationalis",4,2000,0.002
"stabilised","stabilis",4,2000,0.002
"near-term","near-term",4,2000,0.002
"wetherspoon","wetherspoon",4,2000,0.002
"underestimated","underestim",4,2000,0.002
"sixth-largest","sixth-largest",4,2000,0.002
"markit","markit",4,2000,0.002
"strategist","strategist",4,2000,0.002
"khan","khan",4,2000,0.002
"equity","equiti",4,2000,0.002
"free-trade","free-trad",4,2000,0.002
"republican","republican",4,2000,0.002
"snapshot","snapshot",4,2000,0.002
"harmed","harm",4,2000,0.002
"disastrous","disastr",4,2000,0.002
"downgraded","downgrad",4,2000,0.002
"dublin","dublin",4,2000,0.002
"encourages","encourag",4,2000,0.002
"rebuilding","rebuild",4,2000,0.002
"promotes","promot",4,2000,0.002
"welcomed","welcom",4,2000,0.002
"manifesto","manifesto",4,2000,0.002
"venezuela","venezuela",4,2000,0.002
"two-year","two-year",4,2000,0.002
"ditch","ditch",4,2000,0.002
"2.4","2.4",4,2000,0.002
"entrepreneurs","entrepreneur",4,2000,0.002
"ignore","ignor",4,2000,0.002
"committee's","committe",4,2000,0.002
"merkel","merkel",4,2000,0.002
"rejects","reject",4,2000,0.002
"withdrawal","withdraw",4,2000,0.002
"sixth","sixth",4,2000,0.002
"insists","insist",4,2000,0.002
"hsbc","hsbc",4,2000,0.002
"chaos","chao",4,2000,0.002
"pushing","push",4,2000,0.002
"dropping","drop",4,2000,0.002
"cushion","cushion",4,2000,0.002
"trusted","trust",4,2000,0.002
"downward","downward",4,2000,0.002
"diversity","divers",4,2000,0.002
"slower","slower",4,2000,0.002
"tipping","tip",4,2000,0.002
"westminster","westminst",4,2000,0.002
"presided","presid",4,2000,0.002
"overheat","overheat",4,2000,0.002
"dangers","danger",4,2000,0.002
"italian","italian",4,2000,0.002
"sciences","scienc",4,2000,0.002
"climate","climat",4,2000,0.002
"proving","prove",4,2000,0.002
"remind","remind",4,2000,0.002
"dutch","dutch",4,2000,0.002
"competing","compet",4,2000,0.002
"davos","davo",4,2000,0.002
"nurses","nurs",4,2000,0.002
"tony","toni",4,2000,0.002
"gradual","gradual",4,2000,0.002
"troubling","troubl",4,2000,0.002
"mandate","mandat",4,2000,0.002
"deputy","deputi",4,2000,0.002
"softer","softer",4,2000,0.002
"tightening","tighten",4,2000,0.002
"detrimental","detriment",4,2000,0.002
"marine","marin",4,2000,0.002
"lending","lend",4,2000,0.002
"slashing","slash",4,2000,0.002
